613414482	20170102	201701	2017	2017.0055	CHN	CHINA	CHN								USAELIGOV	GEORGE W. BUSH	USA					ELI	GOV		1	013	013	01	1	0.4	1	1	1	-1.30597014925373	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170102	http://www.washingtonexaminer.com/trump-adviser-to-businesses-good-things-to-come/article/2610683
613414991	20170102	201701	2017	2017.0055	LEG	SENATE						LEG			CRM	CARTEL						CRM			1	046	046	04	1	7.0	6	1	6	-1.5686274509804	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170102	http://www.foxnews.com/politics/2015/06/25/ted-cruz-says-fighting-washington-cartel-has-earned-him-few-friends-in-congress.html
613415057	20170102	201701	2017	2017.0055	MEX	MEXICAN	MEX								USA	VIRGINIA	USA								1	051	051	05	1	3.4	6	1	6	0.70521861777151	1	Mexico	MX	MX	23	-102	MX	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613415464	20170102	201701	2017	2017.0055	USA	MASSACHUSETTS	USA																		1	090	090	09	2	-2.0	8	1	8	-4.23086079651737	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170102	http://marion.wickedlocal.com/news/20170101/us-marshalls-state-police-track-escaped-inmate
613415534	20170102	201701	2017	2017.0055	USA	MASSACHUSETTS	USA								COP	POLICE						COP			1	090	090	09	2	-2.0	32	1	32	-4.23086079651737	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170102	http://marion.wickedlocal.com/news/20170101/us-marshalls-state-police-track-escaped-inmate
613415614	20170102	201701	2017	2017.0055	USA	UNITED STATES	USA								MEX	MEXICO	MEX								1	051	051	05	1	3.4	2	1	2	0.70521861777151	3	Fairfax County, Virginia, United States	US	USVA	38.8501	-77.3497	1480119	1	Mexico	MX	MX	23	-102	MX	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170102	https://www.washingtonpost.com/local/education/she-started-college-as-a-single-mother-at-age-18-now-she-has-a-diploma/2017/01/01/fa1f6880-c856-11e6-8bee-54e800ef2a63_story.html
613415736	20170102	201701	2017	2017.0055	USAGOV	OBAMA	USA					GOV			USAELIGOV	GEORGE W. BUSH	USA					ELI	GOV		1	013	013	01	1	0.4	1	1	1	-1.30597014925373	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170102	http://www.washingtonexaminer.com/trump-adviser-to-businesses-good-things-to-come/article/2610683
613416353	20160103	201601	2016	2016.0082	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	0.3411306042885	4	Zhengzhou, Henan, China	CH	CH09	34.7578	113.649	-1938815	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170102	http://www.afr.com/technology/how-china-lured-apple-to-make-its-iphone-in-zhengzhou-20161229-gtjn9n
613416467	20170102	201701	2017	2017.0055											GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	4	1	4	0.3411306042885	0							4	Zhengzhou, Henan, China	CH	CH09	34.7578	113.649	-1938815	3	San Diego, California, United States	US	USCA	32.7153	-117.157	1661377	20170102	http://www.afr.com/technology/how-china-lured-apple-to-make-its-iphone-in-zhengzhou-20161229-gtjn9n
613416712	20170102	201701	2017	2017.0055	BUSGOV	COMPANY						BUS	GOV		USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	0.3411306042885	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170102	http://www.afr.com/technology/how-china-lured-apple-to-make-its-iphone-in-zhengzhou-20161229-gtjn9n
613416773	20170102	201701	2017	2017.0055	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	0.3411306042885	4	Zhengzhou, Henan, China	CH	CH09	34.7578	113.649	-1938815	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170102	http://www.afr.com/technology/how-china-lured-apple-to-make-its-iphone-in-zhengzhou-20161229-gtjn9n
613416776	20170102	201701	2017	2017.0055	CHN	CHINA	CHN								USA	AMERICAN	USA								0	020	020	02	1	3.0	2	1	2	0.3411306042885	4	Zhengzhou, Henan, China	CH	CH09	34.7578	113.649	-1938815	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	4	Zhengzhou, Henan, China	CH	CH09	34.7578	113.649	-1938815	20170102	http://www.afr.com/technology/how-china-lured-apple-to-make-its-iphone-in-zhengzhou-20161229-gtjn9n
