623623437	20160204	201602	2016	2016.0932	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-4.51807228915663	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170203	http://citizen.on.ca/?p=8101
623623470	20160204	201602	2016	2016.0932	UAF	TERRORIST						UAF			CAN	CANADA	CAN								0	075	075	07	2	7.0	1	1	1	-4.51807228915663	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	http://citizen.on.ca/?p=8101
623623476	20160204	201602	2016	2016.0932	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	020	020	02	1	3.0	1	1	1	-4.51807228915663	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170203	http://citizen.on.ca/?p=8101
623623478	20160204	201602	2016	2016.0932	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	040	040	04	1	1.0	1	1	1	-4.51807228915663	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170203	http://citizen.on.ca/?p=8101
623624277	20170203	201702	2017	2017.0904											USA	ATLANTA	USA								1	051	051	05	1	3.4	8	1	8	5.99571734475375	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Atlanta, Georgia, United States	US	USGA	33.749	-84.388	351615	20170203	https://paymentweek.com/2017-2-2-londonatlanta-partnership-launches-the-p20-for-the-global-payments-industry/
623624550	20170203	201702	2017	2017.0904	AUS	AUSTRALIA	AUS								MED	MEDIA						MED			0	046	046	04	1	7.0	2	1	2	-1.11731843575419	1	Australia	AS	AS	-27	133	AS	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	http://www.washingtonexaminer.com/white-house-acknowledges-trump-disagreement-with-australian-pm/article/2613785
623624552	20170203	201702	2017	2017.0904	AUS	AUSTRALIA	AUS								MIL	MILITARY						MIL			1	051	051	05	1	3.4	1	1	1	-4.19580419580419	3	Foggy Bottom, District of Columbia, United States	US	USDC	38.9015	-77.0622	531506	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170203	http://www.vanityfair.com/news/2017/02/donald-trump-australia-call-john-mccain
623624885	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								CANEDU	OTTAWA	CAN					EDU			0	012	012	01	1	-0.4	3	3	3	-2.83925677019998	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	https://www.sudbury.com/national/foreign-relations-trump-style-president-acknowledges-tough-phone-calls-526345
623624900	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	5	4	5	2.84029126893537	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170203	http://www.4-traders.com/TRANSCANADA-CORPORATION-1411996/news/Energy-sector-could-see-favor-in-NAFTA-talks-Canada-minister-23804805/
623624915	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	040	040	04	1	1.0	1	1	1	1.04384133611691	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	20170203	http://www.scmp.com/news/china/diplomacy-defence/article/2067599/why-donald-trump-giving-chinese-leader-xi-jinping
623624916	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	1	4	-1.29310344827587	1	Canada	CA	CA	60	-95	CA	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20170203	http://www.wrestlinginc.com/wi/news/2017/0202/622867/brian-pillman-son-reaches-out-to-former-wwe-superstar-about/
623624918	20170203	201702	2017	2017.0904	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	061	061	06	2	6.4	10	4	10	2.84029126893537	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170203	http://www.4-traders.com/TRANSCANADA-CORPORATION-1411996/news/Energy-sector-could-see-favor-in-NAFTA-talks-Canada-minister-23804805/
623624921	20170203	201702	2017	2017.0904	CAN	OTTAWA	CAN								USA	UNITED STATES	USA								0	100	100	10	3	-5.0	12	3	12	-2.83925677019998	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	https://www.sudbury.com/national/foreign-relations-trump-style-president-acknowledges-tough-phone-calls-526345
623624923	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	192	192	19	4	-9.5	1	1	1	1.04384133611691	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	http://www.scmp.com/news/china/diplomacy-defence/article/2067599/why-donald-trump-giving-chinese-leader-xi-jinping
623624924	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	1	1	1	1.04384133611691	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	South Korea	KS	KS	37	127.5	KS	20170203	http://www.scmp.com/news/china/diplomacy-defence/article/2067599/why-donald-trump-giving-chinese-leader-xi-jinping
623624925	20170203	201702	2017	2017.0904	CAN	CANADA	CAN								USAGOV	THE WHITE HOUSE	USA					GOV			1	192	192	19	4	-9.5	1	1	1	1.04384133611691	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	http://www.scmp.com/news/china/diplomacy-defence/article/2067599/why-donald-trump-giving-chinese-leader-xi-jinping
623624991	20170203	201702	2017	2017.0904	CHN	CHINESE	CHN								MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	28	1	28	-4.99967473878082	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170203	http://www.aljazeera.com/indepth/interactive/2017/02/triggering-article-50-170202215204182.html
623625001	20170203	201702	2017	2017.0904	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	051	051	05	1	3.4	2	1	2	-1.03585657370518	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170203	http://www.atimes.com/article/beijing-achieved-south-china-sea/
623625005	20170203	201702	2017	2017.0904	CHN	CHINA	CHN								USAGOV	THE WHITE HOUSE	USA					GOV			1	040	040	04	1	1.0	1	1	1	1.04384133611691	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170203	http://www.scmp.com/news/china/diplomacy-defence/article/2067599/why-donald-trump-giving-chinese-leader-xi-jinping
623625007	20170203	201702	2017	2017.0904	CHN	CHINA	CHN								USAGOV	THE WHITE HOUSE	USA					GOV			1	192	192	19	4	-9.5	1	1	1	1.04384133611691	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170203	http://www.scmp.com/news/china/diplomacy-defence/article/2067599/why-donald-trump-giving-chinese-leader-xi-jinping
623625818	20170203	201702	2017	2017.0904	EUR	EUROPE	EUR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	12	6	12	-2.15686274509804	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	20170203	http://turnto10.com/news/nation-world/white-house-announcement-putting-iran-on-notice-should-be-taken-seriously
