645916913	20170405	201704	2017	2017.2603	GOV	PRESIDENT						GOV			PRK	NORTH KOREA	PRK								0	040	040	04	1	1.0	84	20	84	-1.87092943020803	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	China	CH	CH	35	105	CH	20170412	http://www.couriermail.com.au/business/work/north-korean-missile-could-hit-australia-within-two-years-us-diplomat-warns/news-story/2578c6244f4b01343bc7940daab67b71?nk=399e567c0c5ba955e22f9103f48c6255-1491954427
645916931	20170405	201704	2017	2017.2603	PRK	NORTH KOREA	PRK								GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	42	20	42	-1.87092943020803	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170412	http://www.couriermail.com.au/business/work/north-korean-missile-could-hit-australia-within-two-years-us-diplomat-warns/news-story/2578c6244f4b01343bc7940daab67b71?nk=399e567c0c5ba955e22f9103f48c6255-1491954427
645916933	20170405	201704	2017	2017.2603	PRK	NORTH KOREA	PRK								USA	FLORIDA	USA								0	040	040	04	1	1.0	18	3	18	-1.85685147219544	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Yalu River, China (general), China	CH	CH00	39.9322	124.321	-190826	20170412	http://m.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11836926
645916966	20170405	201704	2017	2017.2603	USA	FLORIDA	USA								PRK	NORTH KOREA	PRK								0	040	040	04	1	1.0	18	3	18	-1.85685147219544	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	4	Yalu River, China (general), China	CH	CH00	39.9322	124.321	-190826	20170412	http://m.nzherald.co.nz/world/news/article.cfm?c_id=2&objectid=11836926
645916973	20170411	201704	2017	2017.2767	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	1	Canada	CA	CA	60	-95	CA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916976	20170411	201704	2017	2017.2767	DEU	GERMANY	DEU								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	1	Germany	GM	GM	51	9	GM	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916978	20170411	201704	2017	2017.2767	FRA	FRANCE	FRA								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	1	France	FR	FR	46	2	FR	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916980	20170411	201704	2017	2017.2767	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916982	20170411	201704	2017	2017.2767	ITA	ITALY	ITA								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	1	Italy	IT	IT	42.8333	12.8333	IT	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916984	20170411	201704	2017	2017.2767	JPN	JAPAN	JPN								USA	UNITED STATES	USA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	1	Japan	JA	JA	36	138	JA	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916993	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								CAN	CANADA	CAN								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916995	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								DEU	GERMANY	DEU								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Germany	GM	GM	51	9	GM	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916997	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								FRA	FRANCE	FRA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	France	FR	FR	46	2	FR	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645916999	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645917001	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								ITA	ITALY	ITA								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Italy	IT	IT	42.8333	12.8333	IT	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645917003	20170411	201704	2017	2017.2767	USA	UNITED STATES	USA								JPN	JAPAN	JPN								0	057	057	05	1	8.0	2	1	2	-5.6551724137931	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Japan	JA	JA	36	138	JA	1	Canada	CA	CA	60	-95	CA	20170412	http://www.dailymail.co.uk/news/article-4403422/Humiliation-Boris-G7-snub-plan-punish-Russia.html
645917384	20170412	201704	2017	2017.2795											USA	UNITED STATES	USA								1	040	040	04	1	1.0	8	4	8	0.79435127978818	0							4	Coahuila, Sonora, Mexico	MX	MX26	28.6	-111.383	-1658163	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170412	http://www.demingheadlight.com/story/news/politics/border-issues/2017/04/11/donald-trump-us-mexico-border-wall-ideas/100178138/
645917785	20170412	201704	2017	2017.2795	BUS	COMPANY						BUS			CHN	CHINESE	CHN								0	071	071	07	2	7.4	2	1	2	-6.4977973568282	1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170412	http://www.sfgate.com/business/article/Yahoo-sued-over-17-million-fund-for-Chinese-11066538.php
645917810	20170412	201704	2017	2017.2795	BUS	INDUSTRY						BUS			LAB	WORKER						LAB			0	010	010	01	1	0.0	6	1	6	-0.5595972653324	4	Baroda, Gujarat, India	IN	IN09	22.3	73.2	-2114049	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170412	http://www.diamonds.net/(S(mfquej3tefis4p45h02w2345))/News/NewsItem.aspx?ArticleID=58772&ArticleTitle=Diamond+Trade+Banking+on+Relationships
645917923	20170412	201704	2017	2017.2795	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	043	043	04	1	2.8	6	1	6	0.69767441860465	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170412	http://www.thestar.com.my/news/nation/2017/04/12/hello-is-it-me-youre-looking-for-social-media-samaritan-helps-frenchman-get-his-phone-back/
645917966	20170412	201704	2017	2017.2795	CHN	CHINESE	CHN																		0	080	080	08	2	5.0	2	1	2	-3.95042602633617	1	China	CH	CH	35	105	CH	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170412	http://www.malaysia-chronicle.com/just-kill-me-pleads-chinese-doctor-brutally-bashed-up-by-americas-bully-racist-united-airlines-taking-a-leaf-from-trumps-brawler-tone/
645917975	20170412	201704	2017	2017.2795	CHN	CHINA	CHN								BUS	COMPANY						BUS			1	036	036	03	1	4.0	60	7	60	3.08962541410096	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	1	United States	US	US	38	-97	US	4	Guangzhou, Guangdong, China	CH	CH30	23.1167	113.25	-1907161	20170412	http://news.xinhuanet.com/english/2017-04/12/c_136200976.htm
645918021	20170412	201704	2017	2017.2795	CHN	CHINA	CHN								PRK	NORTH KOREA	PRK								0	120	120	12	3	-4.0	2	1	2	-1.46103896103896	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	North Korea	KN	KN	40	127	KN	1	United States	US	US	38	-97	US	20170412	http://moderntokyotimes.com/?p=6934
