627156416	20170207	201702	2017	2017.1014	CAN	CANADIAN	CAN								CANGOVMIL	CANADA	CAN					GOV	MIL		0	043	043	04	1	2.8	2	1	2	-0.18691588785047	1	Mexico	MX	MX	23	-102	MX	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170214	http://macaudailytimes.com.mo/canada-us-pro-refugee-trudeau-set-bite-tongue-visit-washington.html
627156417	20170207	201702	2017	2017.1014	CAN	CANADIAN	CAN								GOVMIL	DEFENSE MINIST						GOV	MIL		0	043	043	04	1	2.8	2	1	2	-0.18691588785047	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170214	http://macaudailytimes.com.mo/canada-us-pro-refugee-trudeau-set-bite-tongue-visit-washington.html
627156421	20170207	201702	2017	2017.1014	CANGOVMIL	CANADA	CAN					GOV	MIL		CAN	CANADIAN	CAN								0	042	042	04	1	1.9	2	1	2	-0.18691588785047	1	Canada	CA	CA	60	-95	CA	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170214	http://macaudailytimes.com.mo/canada-us-pro-refugee-trudeau-set-bite-tongue-visit-washington.html
627156472	20170214	201702	2017	2017.1205											AGR	FARMER						AGR			0	014	014	01	1	0.0	8	1	8	-2.48334342822531	0							2	North Dakota, United States	US	USND	47.5362	-99.793	ND	1	Canada	CA	CA	60	-95	CA	20170214	http://agfax.com/2017/02/13/durum-wheat-over-supply-and-fusarium-head-blight-give-growers-second-thoughts-dtn/
627156521	20170214	201702	2017	2017.1205											CAN	CANADA	CAN								0	043	043	04	1	2.8	14	7	14	0.244192460695933	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170214	http://www.petoskeynews.com/news/nation/canada-s-trudeau-talks-trade-with-trump-at-white-house/article_714cc10c-f226-11e6-b321-3bf12edd8acb.html
627156533	20170214	201702	2017	2017.1205											CAN	CANADA	CAN								0	100	100	10	3	-5.0	2	2	2	3.04182509505703	0							1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170214	http://www.news957.com/business/2017/02/13/trudeau-trump-meeting-provides-measure-of-comfort-for-corporate-canada/
627156535	20170214	201702	2017	2017.1205											CAN	VANCOUVER	CAN								0	190	190	19	4	-10.0	2	1	2	-8.87372013651877	0							4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	Walnut Grove, Washington, United States	US	USWA	45.6679	-122.599	1512772	20170214	http://www.oregonlive.com/clark-county/index.ssf/2017/02/vancouver_police_id_officer_in.html
627156537	20170214	201702	2017	2017.1205											CANCVL	CANADIAN	CAN					CVL			1	173	173	17	4	-5.0	1	1	1	-6.72853828306264	0							1	Canada	CA	CA	60	-95	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170214	https://cdanews.com/category/us/pacific/
627156542	20170214	201702	2017	2017.1205											CANGOV	CANADA	CAN					GOV			1	036	036	03	1	4.0	2	1	2	-2.88461538461539	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170214	https://cdanews.com/category/world/north-america/
627156598	20170214	201702	2017	2017.1205											CRM	CRIMINAL						CRM			1	173	173	17	4	-5.0	267	52	267	-11.1626298085244	0							1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170214	http://www.salon.com/2017/02/13/dhs-arrested-680-immigrants-in-week-long-roundup/
