646286321	20170406	201704	2017	2017.2630											USAGOV	THE US	USA					GOV			0	040	040	04	1	1.0	16	5	16	-2.57009345794393	0							1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170413	http://www.heraldsun.com.au/business/work/trump-talks-up-us-military-might-as-china-calls-for-calm-on-north-korea/news-story/e0a3b268330da3cd0766fedef7947806?nk=f03f692422b45805cc8cf5b070129492-1492040859
646286328	20170406	201704	2017	2017.2630	CHN	CHINESE	CHN								USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	194	96	194	-5.73589903645437	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170413	http://www.orlandosentinel.com/news/nationworld/ct-un-resolution-russia-syria-chemical-attack-20170412-story.html
646286363	20170406	201704	2017	2017.2630	USA	UNITED STATES	USA								USAGOV	THE US	USA					GOV			0	043	043	04	1	2.8	9	5	9	-2.57009345794393	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170413	http://www.heraldsun.com.au/business/work/trump-talks-up-us-military-might-as-china-calls-for-calm-on-north-korea/news-story/e0a3b268330da3cd0766fedef7947806?nk=f03f692422b45805cc8cf5b070129492-1492040859
646286364	20170406	201704	2017	2017.2630	USA	FLORIDA	USA								USAGOV	THE US	USA					GOV			0	043	043	04	1	2.8	18	5	18	-2.57009345794393	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170413	http://www.heraldsun.com.au/business/work/trump-talks-up-us-military-might-as-china-calls-for-calm-on-north-korea/news-story/e0a3b268330da3cd0766fedef7947806?nk=f03f692422b45805cc8cf5b070129492-1492040859
646286365	20170406	201704	2017	2017.2630	USAGOV	THE US	USA					GOV													0	040	040	04	1	1.0	2	2	2	-2.57009345794393	1	China	CH	CH	35	105	CH	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170413	http://www.heraldsun.com.au/business/work/trump-talks-up-us-military-might-as-china-calls-for-calm-on-north-korea/news-story/e0a3b268330da3cd0766fedef7947806?nk=f03f692422b45805cc8cf5b070129492-1492040859
646286367	20170406	201704	2017	2017.2630	USAGOV	UNITED STATES	USA					GOV			CHN	CHINESE	CHN								1	040	040	04	1	1.0	194	96	194	-5.73589903645437	2	Florida, United States	US	USFL	27.8333	-81.717	FL	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170413	http://www.orlandosentinel.com/news/nationworld/ct-un-resolution-russia-syria-chemical-attack-20170412-story.html
646286376	20170406	201704	2017	2017.2630	USAGOV	THE US	USA					GOV			USA	UNITED STATES	USA								0	042	042	04	1	1.9	9	5	9	-2.57009345794393	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170413	http://www.heraldsun.com.au/business/work/trump-talks-up-us-military-might-as-china-calls-for-calm-on-north-korea/news-story/e0a3b268330da3cd0766fedef7947806?nk=f03f692422b45805cc8cf5b070129492-1492040859
646286377	20170406	201704	2017	2017.2630	USAGOV	THE US	USA					GOV			USA	FLORIDA	USA								0	042	042	04	1	1.9	18	5	18	-2.57009345794393	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170413	http://www.heraldsun.com.au/business/work/trump-talks-up-us-military-might-as-china-calls-for-calm-on-north-korea/news-story/e0a3b268330da3cd0766fedef7947806?nk=f03f692422b45805cc8cf5b070129492-1492040859
646287371	20170413	201704	2017	2017.2822	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-3.89863547758285	1	Canada	CA	CA	60	-95	CA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170413	http://www.dailysquib.co.uk/world/1948-dick-cheney-and-sarah-palin-to-run-for-2012-election.html
646287463	20170413	201704	2017	2017.2822	CHN	CHINA	CHN								MIL	AIRCRAFT CARRIER						MIL			1	195	195	19	4	-10.0	2	1	2	-3.57487922705314	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170413	http://mobile.reuters.com/article/worldNews/idUSKBN17E0B6
646287464	20170413	201704	2017	2017.2822	CHN	CHINA	CHN								MIL	AIRCRAFT CARRIER						MIL			1	195	195	19	4	-10.0	28	3	28	-3.58978089478343	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170413	http://mobile.reuters.com/article/worldNews/idUSKBN17E0B6
646287465	20170413	201704	2017	2017.2822	CHN	CHINESE	CHN								MIL	AIRCRAFT CARRIER						MIL			1	195	195	19	4	-10.0	4	1	4	-3.38645418326693	4	Lu Kang, Anhui, China	CH	CH01	31.2728	118.337	-1916844	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170413	http://www.dnaindia.com/world/report-wrapup-8-china-s-xi-urges-peaceful-resolution-of-nkorea-tension-in-call-with-trump-2399639
646287478	20170413	201704	2017	2017.2822	CHN	CHINESE	CHN								PRK	NORTH KOREAN	PRK								1	037	037	03	1	5.0	2	1	2	-1.02040816326531	1	United States	US	US	38	-97	US	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	China	CH	CH	35	105	CH	20170413	http://mobile.reuters.com/article/BigStory12/idUSKBN17E2CT
646287512	20170413	201704	2017	2017.2822	CHNGOV	CHINESE	CHN					GOV			MIL	AIRCRAFT CARRIER						MIL			1	195	195	19	4	-10.0	6	1	6	-3.38645418326693	4	Lu Kang, Anhui, China	CH	CH01	31.2728	118.337	-1916844	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170413	http://www.dnaindia.com/world/report-wrapup-8-china-s-xi-urges-peaceful-resolution-of-nkorea-tension-in-call-with-trump-2399639
646287517	20170413	201704	2017	2017.2822	CHNGOV	CHINA	CHN					GOV			PRK	NORTH KOREA	PRK								1	037	037	03	1	5.0	54	12	54	-2.66642058769238	1	United States	US	US	38	-97	US	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39.0194	125.755	-183459	1	China	CH	CH	35	105	CH	20170413	http://mobile.reuters.com/article/BigStory12/idUSKBN17E2CT
646288230	20170413	201704	2017	2017.2822	GBR	UNITED KINGDOM	GBR								IRQ	IRAQ	IRQ								0	130	130	13	3	-4.4	2	1	2	-6.98711595639247	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	1	Iraq	IZ	IZ	33	44	IZ	1	United Kingdom	UK	UK	54	-2	UK	20170413	http://www.thedailysheeple.com/now-can-we-admit-the-war-on-terror-has-failed_032017
646288255	20170413	201704	2017	2017.2822	GBR	UNITED KINGDOM	GBR								USAGOV	AMERICAN	USA					GOV			1	051	051	05	1	3.4	8	2	8	-4.87411279151136	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170413	http://punchng.com/commendation-as-dss-foils-isis-plot-to-attack-us-uk-embassies/
646288256	20170413	201704	2017	2017.2822	GBR	UNITED KINGDOM	GBR								USAGOV	UNITED STATES	USA					GOV			1	051	051	05	1	3.4	2	1	2	-5.82665695557174	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170413	http://punchng.com/commendation-as-dss-foils-isis-plot-to-attack-us-uk-embassies/
646288257	20170413	201704	2017	2017.2822	GBR	UNITED KINGDOM	GBR								USAGOV	UNITED STATES	USA					GOV			1	051	051	05	1	3.4	3	2	3	-4.87411279151136	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170413	http://punchng.com/commendation-as-dss-foils-isis-plot-to-attack-us-uk-embassies/
646288261	20170413	201704	2017	2017.2822	GBRGOV	UNITED KINGDOM	GBR					GOV			COP	POLICE						COP			0	040	040	04	1	1.0	1	1	1	-3.63309352517986	4	City Of London, London, City of, United Kingdom	UK	UKH9	51.5141	-0.093689	-2601891	3	London School, Texas, United States	US	USTX	27.6884	-97.4781	1340363	3	London School, Texas, United States	US	USTX	27.6884	-97.4781	1340363	20170413	http://www.abeldanger.net/2017/04/2943-ad-links-jamie-jared-pig-farm-jabs.html
646288263	20170413	201704	2017	2017.2822	GBRGOV	UNITED KINGDOM	GBR					GOV			COP	POLICE						COP			0	060	060	06	2	6.0	1	1	1	-3.63309352517986	4	City Of London, London, City of, United Kingdom	UK	UKH9	51.5141	-0.093689	-2601891	3	London School, Texas, United States	US	USTX	27.6884	-97.4781	1340363	3	London School, Texas, United States	US	USTX	27.6884	-97.4781	1340363	20170413	http://www.abeldanger.net/2017/04/2943-ad-links-jamie-jared-pig-farm-jabs.html
646288273	20170413	201704	2017	2017.2822	GBRGOV	UNITED KINGDOM	GBR					GOV			IGOUNO	THE SECURITY COUNCIL		UNO				IGO			0	013	013	01	1	0.4	36	12	36	-6.85245635413594	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170413	http://mobile.reuters.com/article/worldNews/idUSKBN17E2LK
646288440	20170413	201704	2017	2017.2822	GOV	ADMINISTRATION						GOV			CAN	CANADIAN	CAN								0	036	036	03	1	4.0	2	1	2	1.08958837772397	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170413	http://calgaryherald.com/business/energy/yedlin-no-cause-for-canada-to-panic-over-future-trade-with-u-s
