620371377	20160126	201601	2016	2016.0712	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	0	1	Canada	CA	CA	60	-95	CA	3	Mason City, Iowa, United States	US	USIA	43.1536	-93.201	458840	1	Canada	CA	CA	60	-95	CA	20170125	http://globegazette.com/news/local/cupid-s-undie-run-returns-to-mason-city-feb/article_8fa4f77c-144c-5709-8369-175fbc18185e.html
620371402	20160126	201601	2016	2016.0712	USA	UNITED STATES	USA								CAN	CANADA	CAN								1	043	043	04	1	2.8	2	1	2	0	3	Mason City, Iowa, United States	US	USIA	43.1536	-93.201	458840	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170125	http://globegazette.com/news/local/cupid-s-undie-run-returns-to-mason-city-feb/article_8fa4f77c-144c-5709-8369-175fbc18185e.html
620371652	20170125	201701	2017	2017.0685											GBR	BRITAIN	GBR								0	043	043	04	1	2.8	2	1	2	0	0							1	United Kingdom	UK	UK	54	-2	UK	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170125	http://www.wsj.com/articles/onetime-worlds-fastest-car-could-return-to-public-view-after-speed-bump-1485297983
620371657	20170125	201701	2017	2017.0685											GBRGOV	UNITED KINGDOM	GBR					GOV			1	040	040	04	1	1.0	2	1	2	0.24271844660195	0							4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	20170125	http://learningenglish.voanews.com/a/british-court-parliament-approve-brexit/3690260.html
620371671	20170125	201701	2017	2017.0685											GOV	ATTORNEY GENERAL						GOV			0	030	030	03	1	4.0	60	10	60	-1.39687216487017	0							1	Mexico	MX	MX	23	-102	MX	2	California, United States	US	USCA	36.17	-119.746	CA	20170125	http://www.keyt.com/news/politics/gov-to-trump-california-is-not-turning-back-not-now-not-ever/290835537
620371962	20170125	201701	2017	2017.0685											USA	UNITED STATES	USA								1	042	042	04	1	1.9	63	17	58	-0.695157560389583	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170125	http://news-sentinel.com/news/us-and-world/Trump-invites-Indian-PM-Modi-to-visit-later-this-year
620372055	20170125	201701	2017	2017.0685											USA	UNITED STATES	USA								0	110	110	11	3	-2.0	4	4	4	0.950322019261505	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170125	http://news-sentinel.com/news/us-and-world/Trump-invites-Indian-PM-Modi-to-visit-later-this-year
620372140	20170125	201701	2017	2017.0685											USAGOV	OBAMA	USA					GOV			1	030	030	03	1	4.0	211	88	211	-1.1099432354755	0							1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://accesswdun.com/article/2017/1/494311
620372244	20170125	201701	2017	2017.0685	AUS	AUSTRALIA	AUS																		1	051	051	05	1	3.4	2	1	2	6.82326621923937	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	0							4	Manchester, Manchester, United Kingdom	UK	UKI2	53.5	-2.21667	-2602512	20170125	http://www.wisconsin106.com/2017/01/24/oscar-nominees-react-what-a-morning/
620372384	20170125	201701	2017	2017.0685	BUS	COMPANY						BUS													1	043	043	04	1	2.8	2	1	2	-1.92926045016077	3	Danville, Ohio, United States	US	USOH	40.4476	-82.2602	1039574	0							1	Mexico	MX	MX	23	-102	MX	20170125	http://www.newsandtribune.com/indiana/news/rexnord-workers-continue-to-protest-planned-move/article_15da914b-41d4-5dbb-bbd0-125126211c05.html
620372430	20170125	201701	2017	2017.0685	BUS	TANKER						BUS			CAN	CANADA	CAN								0	010	010	01	1	0.0	1	1	1	-0.468164794007491	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://www.nationalobserver.com/2017/01/24/news/bc-ndp-leader-john-horgan-pledges-make-climate-change-integral-his-policies
620372431	20170125	201701	2017	2017.0685	BUS	MANUFACTURER						BUS			CAN	CANADIAN	CAN								0	010	010	01	1	0.0	7	1	7	0.4424778761062	2	Texas, United States	US	USTX	31.106	-97.6475	TX	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170125	http://www.jdsupra.com/legalnews/us-supreme-court-to-decide-whether-80150/
620372441	20170125	201701	2017	2017.0685	BUS	CORPORATION						BUS			CVL	CITIZEN						CVL			1	100	100	10	3	-5.0	6	1	6	-0.321888412017159	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170125	http://thedailyblog.co.nz/2017/01/25/trump-did-not-kill-tppa-we-did/
620372451	20170125	201701	2017	2017.0685	BUS	INVESTOR						BUS			GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	1	1	1	4.12371134020619	1	United States	US	US	38	-97	US	1	Japan	JA	JA	36	138	JA	1	Canada	CA	CA	60	-95	CA	20170125	http://www.etftrends.com/2017/01/uranium-etf-is-going-nuclear/
620372487	20170125	201701	2017	2017.0685	BUS	CORPORATION						BUS			USA	UNITED STATES	USA								1	100	100	10	3	-5.0	2	1	2	-0.321888412017159	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170125	http://thedailyblog.co.nz/2017/01/25/trump-did-not-kill-tppa-we-did/
620372501	20170125	201701	2017	2017.0685	CAN	CANADA	CAN																		1	010	010	01	1	0.0	2	1	2	1.63024475524475	4	Niagara Falls, Ontario, Canada	CA	CA08	43.1	-79.05	-570141	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170125	https://buffalonews.com/2017/01/24/ever-wondered-like-sink-titanic-good-news/
620372587	20170125	201701	2017	2017.0685	CAN	OTTAWA	CAN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	2	4	1.90476190476191	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	1	United States	US	US	38	-97	US	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170125	http://www.classical963fm.com/zoomer-news/big-3-automakers-trump-talk-about-building-more-vehicles-in-the-u-s/
620372603	20170125	201701	2017	2017.0685	CANGOV	ALBERTA	CAN					GOV			CAN	ALBERTA	CAN								1	051	051	05	1	3.4	6	1	6	1.45985401459854	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE	41.1289	-98.2883	NE	1	Canada	CA	CA	60	-95	CA	20170125	https://sputniknews.com/business/201701251049976626-transcanada-stocks-jump-keystone/
620372714	20170125	201701	2017	2017.0685	CHN	BEIJING	CHN								USA	UNITED STATES	USA								1	012	012	01	1	-0.4	18	8	18	-3.11312634293066	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170125	http://www.hongkongherald.com/index.php/sid/251177689
620372716	20170125	201701	2017	2017.0685	CHN	CHINA	CHN								USA	UNITED STATES	USA								0	020	020	02	1	3.0	40	20	40	-2.41661198661669	1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	China	CH	CH	35	105	CH	20170125	http://www.1075daverocks.com/syn/123/29026/alec-baldwin-to-host-saturday-night-live-for-record-setting-17th-time
620372986	20170125	201701	2017	2017.0685	CRM	CRIMINAL						CRM			USA	NEW YORK	USA								1	036	036	03	1	4.0	6	1	6	-4.0520984081042	4	Ciudad Juarez, Méco, Mexico	MX	MX15	31.7333	-106.483	-1658093	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170125	http://www.latintimes.com/el-chapo-extradition-mexican-drug-lord-joaquin-guzman-en-route-nyc-409960
620372988	20170125	201701	2017	2017.0685	CRM	CRIMINAL						CRM			USA	NEW YORK	USA								1	036	036	03	1	4.0	1	1	1	-4.0520984081042	4	Nueva York, YucatáMX, Mexico	MX	MX31	21.0667	-87.9833	-1685439	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170125	http://www.latintimes.com/el-chapo-extradition-mexican-drug-lord-joaquin-guzman-en-route-nyc-409960
620373438	20170125	201701	2017	2017.0685	GBR	BRITAIN	GBR																		0	042	042	04	1	1.9	2	1	2	0	1	United Kingdom	UK	UK	54	-2	UK	0							3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170125	http://www.wsj.com/articles/onetime-worlds-fastest-car-could-return-to-public-view-after-speed-bump-1485297983
620373447	20170125	201701	2017	2017.0685	GBR	LONDON	GBR																		1	172	172	17	4	-5.0	1	1	1	2.27272727272727	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170125	http://www.dailymail.co.uk/tvshowbiz/article-4154200/Nancy-Dell-olio-showcases-impressive-cleavage.html
620373458	20170125	201701	2017	2017.0685	GBR	LONDON	GBR								COP	POLICE						COP			0	190	190	19	4	-10.0	3	3	3	-2.75440813353663	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20170125	http://www.thetelegram.com/news/2017/1/24/the-tuesday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
620373495	20170125	201701	2017	2017.0685	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	7.37527114967462	1	United Kingdom	UK	UK	54	-2	UK	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170125	http://www.etonline.com/news/208372_andrew_garfield_and_emma_stone_to_meet_again_at_the_oscars/
620373496	20170125	201701	2017	2017.0685	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	7.37527114967462	1	United Kingdom	UK	UK	54	-2	UK	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	1	United Kingdom	UK	UK	54	-2	UK	20170125	http://www.etonline.com/news/208372_andrew_garfield_and_emma_stone_to_meet_again_at_the_oscars/
620373498	20170125	201701	2017	2017.0685	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	0.24271844660195	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170125	http://learningenglish.voanews.com/a/british-court-parliament-approve-brexit/3690260.html
620373500	20170125	201701	2017	2017.0685	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	0874	087	08	2	10.0	4	1	4	7.37527114967462	1	United Kingdom	UK	UK	54	-2	UK	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170125	http://www.etonline.com/news/208372_andrew_garfield_and_emma_stone_to_meet_again_at_the_oscars/
620373501	20170125	201701	2017	2017.0685	GBR	LONDON	GBR								USA	UNITED STATES	USA								0	190	190	19	4	-10.0	3	3	3	-2.75440813353663	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI	44.2563	-89.6385	WI	20170125	http://www.thetelegram.com/news/2017/1/24/the-tuesday-news-briefing-an-at-a-glance-survey-of-some-top-stories.html
620373503	20170125	201701	2017	2017.0685	GBR	UNITED KINGDOM	GBR								USAEDU	KENTUCKY	USA					EDU			1	051	051	05	1	3.4	4	1	4	0	1	United Kingdom	UK	UK	54	-2	UK	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20170125	http://www.kyforward.com/fayette-circuit-court-rules-for-uk-in-lawsuit-over-documents-related-to-ex-professors-sexual-abuse/
620373504	20170125	201701	2017	2017.0685	GBR	UNITED KINGDOM	GBR								USAEDU	KENTUCKY	USA					EDU			1	080	080	08	2	5.0	4	1	4	0	1	United Kingdom	UK	UK	54	-2	UK	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	2	Kentucky, United States	US	USKY	37.669	-84.6514	KY	20170125	http://www.kyforward.com/fayette-circuit-court-rules-for-uk-in-lawsuit-over-documents-related-to-ex-professors-sexual-abuse/
620373513	20170125	201701	2017	2017.0685	GBRGOV	UNITED KINGDOM	GBR					GOV													1	040	040	04	1	1.0	2	1	2	0.24271844660195	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	0							1	United States	US	US	38	-97	US	20170125	http://learningenglish.voanews.com/a/british-court-parliament-approve-brexit/3690260.html
