632226044	20160301	201603	2016	2016.1671	USA	UNITED STATES	USA								ELI	ACTOR						ELI			0	110	110	11	3	-2.0	16	8	16	0.2898160810038	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170301	http://www.magic1021.com/entertainment/movies/film-academy-apologizes-for-oscars-best-picture-gaffe/OIYBsm76iOklNw07Yd7CYJ/
632226089	20170222	201702	2017	2017.1425	GOV	PRESIDENT						GOV			BUS	CEOS						BUS			1	040	040	04	1	1.0	1	1	1	-2.85132382892057	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170301	https://ourfuture.org/20170228/trading-rules-for-workers
632226106	20170222	201702	2017	2017.1425	USA	FLORIDA	USA																		1	036	036	03	1	4.0	8	4	8	1.77014237471557	3	Mineral Wells, Texas, United States	US	USTX	32.8085	-98.1128	1341714	0							1	Mexico	MX	MX	23	-102	MX	20170301	http://www.corsicanadailysun.com/texas/news/volkswagens-coming-by-the-thousands-to-palo-pinto-county/article_f0488e6c-1b1c-5820-ad5f-02c43dedf016.html
632226185	20170301	201703	2017	2017.1671											CAN	CANADA	CAN								0	046	046	04	1	7.0	1	1	1	0.53404539385848	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	1	United States	US	US	38	-97	US	20170301	http://www.citynews.ca/2017/02/28/feds-explore-potential-of-blockchain-billed-as-next-gen-internet-technology/
632226203	20170301	201703	2017	2017.1671											CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	-1.60128102481986	0							5	Fujian, Fujian, China	CH	CH07	26.545	117.843	-1905684	2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	20170301	http://www.afro.com/destructive-life-mardi-gras-bead/
632226204	20170301	201703	2017	2017.1671											CHN	CHINA	CHN								1	042	042	04	1	1.9	4	1	4	-1.60128102481986	0							2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	5	Fujian, Fujian, China	CH	CH07	26.545	117.843	-1905684	20170301	http://www.afro.com/destructive-life-mardi-gras-bead/
632226258	20170301	201703	2017	2017.1671											CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	3	1	3	-1.09489051094891	0							3	Butte County, California, United States	US	USCA	39.6499	-121.568	1675842	1	Mexico	MX	MX	23	-102	MX	20170301	http://theorion.com/62800/news/students-community-advocate-for-sanctuary-city/
632226704	20170301	201703	2017	2017.1671											USA	UNITED STATES	USA								1	046	046	04	1	7.0	4	2	4	2.15951492537314	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170301	http://www.thebull.com.au/articles/a/65792-wary-us-and-china-pledge-respect-at-first-trump-era-meet.html
632227096	20170301	201703	2017	2017.1671	BUS	CEOS						BUS			MIL	CARRIER						MIL			0	043	043	04	1	2.8	3	1	3	-2.85132382892057	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	China	CH	CH	35	105	CH	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170301	https://ourfuture.org/20170228/trading-rules-for-workers
632227178	20170301	201703	2017	2017.1671	CAN	CANADA	CAN																		1	163	163	16	4	-8.0	2	2	2	-0.568257092031945	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170301	http://www.gazettenet.com/Trump-sons-open-newest-hotel-in-Vancouver-8382282
632227184	20170301	201703	2017	2017.1671	CAN	CANADA	CAN																		1	192	192	19	4	-9.5	2	1	2	-1.85979971387697	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	0							3	Rutgers University, New Jersey, United States	US	USNJ	40.4995	-74.4443	879869	20170301	http://www.northjersey.com/story/news/environment/2017/02/28/february-temperatures-were-average-march/98527360/
632227185	20170301	201703	2017	2017.1671	CAN	CANADA	CAN																		1	192	192	19	4	-9.5	2	1	2	-1.85979971387697	4	Great Lakes, Canada (general), Canada	CA	CA00	45	-85	-565579	0							2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170301	http://www.northjersey.com/story/news/environment/2017/02/28/february-temperatures-were-average-march/98527360/
632227186	20170301	201703	2017	2017.1671	CAN	CANADA	CAN																		1	192	192	19	4	-9.5	88	44	88	0.244948092722928	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							1	Canada	CA	CA	60	-95	CA	20170301	http://www.cnn.com/2017/02/28/politics/donald-trump-jr-tiffany-trump-trump-organization/
632227191	20170301	201703	2017	2017.1671	CAN	CANADA	CAN								BUS	COMPANY						BUS			1	042	042	04	1	1.9	6	1	6	-1.27504553734062	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170301	http://www.nbcnews.com/news/us-news/trump-sons-face-protesters-opening-vancouver-hotel-n726951
632227192	20170301	201703	2017	2017.1671	CAN	CANADA	CAN								BUS	COMPANY						BUS			1	042	042	04	1	1.9	2	1	2	-1.32352941176471	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170301	http://katu.com/news/nation-world/protests-expected-as-trump-opens-newest-hotel-in-vancouver-bc
632227199	20170301	201703	2017	2017.1671	CAN	CANADIAN	CAN								CANGOV	CANADA	CAN					GOV			0	071	071	07	2	7.4	2	1	2	-0.46296296296296	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170301	http://www.hilltimes.com/2017/02/28/canada-defends-rights-children-caught-conflict/97917
632227216	20170301	201703	2017	2017.1671	CAN	CANADA	CAN								MOSREL	MUSLIM				MOS					0	193	193	19	4	-10.0	1	1	1	-2.30849947534103	2	Kansas, United States	US	USKS	38.5111	-96.8005	KS	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170301	http://www.newsworks.org/index.php/opinion-and-essays/item/101787-its-open-season-on-law-abiding-immigrants-but-trump-says-nothing-&Itemid=&Itemid=2020&linktype=hp_opinionessays
632227227	20170301	201703	2017	2017.1671	CAN	CANADA	CAN								USA	CALIFORNIA	USA								1	020	020	02	1	3.0	24	12	24	1.13750830169358	1	Canada	CA	CA	60	-95	CA	2	California, United States	US	USCA	36.17	-119.746	CA	1	Canada	CA	CA	60	-95	CA	20170301	http://www.sfgate.com/news/article/Nevada-seeks-simpler-enforcement-of-Canadian-10966568.php
632227228	20170301	201703	2017	2017.1671	CAN	CANADA	CAN								USA	CALIFORNIA	USA								1	020	020	02	1	3.0	24	12	24	1.13750830169358	1	Canada	CA	CA	60	-95	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170301	http://www.sfgate.com/news/article/Nevada-seeks-simpler-enforcement-of-Canadian-10966568.php
632227229	20170301	201703	2017	2017.1671	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								1	110	110	11	3	-2.0	18	2	18	-3.09414545960229	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170301	http://www.huffingtonpost.ca/2017/02/28/trump-boycott_n_15068386.html
632227231	20170301	201703	2017	2017.1671	CAN	CANADA	CAN								USAGOV	UNITED STATES	USA					GOV			1	130	130	13	3	-4.4	51	43	51	-0.296038529302713	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170301	http://www.ladysmithchronicle.com/national/415023674.html
632227232	20170301	201703	2017	2017.1671	CAN	OTTAWA	CAN								USAGOV	WASHINGTON	USA					GOV			1	130	130	13	3	-4.4	102	43	102	-0.296038529302713	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170301	http://www.ladysmithchronicle.com/national/415023674.html
632227233	20170301	201703	2017	2017.1671	CAN	OTTAWA	CAN								USAGOV	WASHINGTON	USA					GOV			1	130	130	13	3	-4.4	3	1	3	0.14347202295552	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170301	http://www.bclocalnews.com/national/415023674.html
632227250	20170301	201703	2017	2017.1671	CANGOV	CANADA	CAN					GOV			CANOPP	VANCOUVER	CAN					OPP			1	042	042	04	1	1.9	1	1	1	-3.90070921985816	1	Canada	CA	CA	60	-95	CA	1	United States	US	US	38	-97	US	1	Canada	CA	CA	60	-95	CA	20170301	http://www.huffingtonpost.ca/2017/02/28/trump-boycott_n_15068386.html
