621749850	20160130	201601	2016	2016.0822	CAN	CANADA	CAN																		0	050	050	05	1	3.5	4	1	4	-4.04907975460123	1	Canada	CA	CA	60	-95	CA	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	https://www.bostonglobe.com/news/world/2017/01/28/dreams-sie-for-syrian-refugees-door-closes/yXY0ir8SI85ypRjUONEKUP/story.html
621749878	20161230	201612	2016	2016.9863	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	036	036	03	1	4.0	26	26	26	-2.67779710904381	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170129	http://www.quesnelobserver.com/national/412052833.html
621749893	20161230	201612	2016	2016.9863	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								1	036	036	03	1	4.0	28	28	28	-2.66201009339067	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170129	http://www.quesnelobserver.com/national/412052833.html
621749927	20170128	201701	2017	2017.0767	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	036	036	03	1	4.0	8	3	8	-2.49233134111607	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749928	20170128	201701	2017	2017.0767	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	036	036	03	1	4.0	2	1	2	-3.49650349650349	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749929	20170128	201701	2017	2017.0767	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	8	3	8	-2.49233134111607	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749930	20170128	201701	2017	2017.0767	CAN	CANADIAN	CAN								USA	UNITED STATES	USA								0	042	042	04	1	1.9	2	1	2	-3.49650349650349	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749932	20170128	201701	2017	2017.0767	CANBUS	CANADIAN	CAN					BUS			USA	UNITED STATES	USA								0	042	042	04	1	1.9	24	3	24	-2.49233134111607	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749941	20170128	201701	2017	2017.0767	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								0	043	043	04	1	2.8	2	1	2	-3.49650349650349	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749942	20170128	201701	2017	2017.0767	USA	UNITED STATES	USA								CAN	CANADIAN	CAN								0	043	043	04	1	2.8	8	3	8	-2.49233134111607	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749943	20170128	201701	2017	2017.0767	USA	UNITED STATES	USA								CANBUS	CANADIAN	CAN					BUS			0	043	043	04	1	2.8	24	3	24	-2.49233134111607	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.dnaindia.com/world/report-trudeau-welcomes-all-immigrants-in-sunny-twitter-message-2298072
621749974	20170129	201701	2017	2017.0795											CHN	CHINESE	CHN								1	042	042	04	1	1.9	4	1	4	4.45155533986962	0							1	China	CH	CH	35	105	CH	3	Platteville, Wisconsin, United States	US	USWI	42.7342	-90.4785	1571593	20170129	http://www.telegraphherald.com/news/tri-state/article_78154bec-dc4b-531f-8ddd-6f7838b9e7fb.html
621750115	20170129	201701	2017	2017.0795											MEX	MEXICO	MEX								1	061	061	06	2	6.4	2	1	2	-1.42857142857143	0							1	Mexico	MX	MX	23	-102	MX	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170129	https://contacto-latino.com/en/news/201403/106436476/holy-guacamole-border-tax-could-hit-mexican-avocados-9news-com/
621750325	20170129	201701	2017	2017.0795	AUS	AUSTRALIA	AUS								GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	54	26	54	-4.98892217035699	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170129	http://www.newschannel10.com/story/34368557/trump-putin-discuss-mutually-beneficial-trade-security
621750420	20170129	201701	2017	2017.0795	CAN	CANADIAN	CAN																		1	051	051	05	1	3.4	4	2	4	-4.03133084219602	1	United States	US	US	38	-97	US	0							1	Canada	CA	CA	60	-95	CA	20170129	http://english.sina.com/news/2017-01-29/detail-ifxzyxxk0781902.shtml
621750434	20170129	201701	2017	2017.0795	CAN	CANADA	CAN								CANGOV	CANADA	CAN					GOV			0	075	075	07	2	7.0	290	87	290	-4.5125021450672	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	20170129	http://www.newschannel10.com/story/34368552/trump-order-on-refugees-muslims-sparks-confusion-worry
621750444	20170129	201701	2017	2017.0795	CAN	CANADA	CAN								CVL	IMMIGRANT						CVL			1	051	051	05	1	3.4	2	1	2	-2.51572327044025	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170129	http://www.india.com/news/world/trudeau-welcomes-all-immigrants-in-sunny-twitter-message-1791897/
