621486674	20170121	201701	2017	2017.0575	GOV	PRESIDENT						GOV			MOS	ISLAM				MOS					1	040	040	04	1	1.0	6	1	6	-1.0752688172043	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170128	http://news.sky.com/story/donald-trump-100-behind-nato-after-theresa-may-talks-10745459
621486840	20170128	201701	2017	2017.0767											GBR	BRITISH	GBR								1	030	030	03	1	4.0	3	3	3	-2.68947848892126	0							1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	20170128	http://www.wfdd.org/story/pentagon-trump-declares-his-aim-rebuilding-military
621486843	20170128	201701	2017	2017.0767											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	3.76811594202899	0							1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170128	http://www.gdnonline.com/Details/156741
621486849	20170128	201701	2017	2017.0767											GBR	SCOTLAND	GBR								1	046	046	04	1	7.0	2	1	2	0.22988505747127	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Stornoway, Eilean Siar, United Kingdom	UK	UKW8	58.2167	-6.36667	-2608862	20170128	http://www.wmcactionnews5.com/story/34360968/trump-may-affirm-special-relationship-between-us-uk
621486972	20170128	201701	2017	2017.0767											MED	MEDIA						MED			0	036	036	03	1	4.0	2	1	2	1.23456790123457	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170128	http://www.dailysabah.com/diplomacy/2017/01/28/theresa-mays-ankara-visit-signifies-importance-of-turkey-uk-relationship
621487363	20170128	201701	2017	2017.0767	BELELI	GUY VERHOFSTADT	BEL					ELI			EUR	EUROPE	EUR								0	042	042	04	1	1.9	2	1	2	2.48756218905473	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Belgium	BE	BE	50.8333	4	BE	20170128	http://www.bbc.com/news/world-us-canada-38773198
621487467	20170128	201701	2017	2017.0767	BUS	COMPANIES						BUS			USA	WASHINGTON	USA								0	050	050	05	1	3.5	2	1	2	-2.04081632653061	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170128	https://stateimpact.npr.org/pennsylvania/2017/01/27/resignation-of-top-regulator-threatens-to-delay-major-pipeline-projects/
621487468	20170128	201701	2017	2017.0767	BUS	COMPANIES						BUS			USA	WASHINGTON	USA								0	050	050	05	1	3.5	2	1	2	-2.04081632653061	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170128	https://stateimpact.npr.org/pennsylvania/2017/01/27/resignation-of-top-regulator-threatens-to-delay-major-pipeline-projects/
621487611	20170128	201701	2017	2017.0767	CHN	CHINA	CHN																		1	017	017	01	1	0.0	1	1	1	4.3859649122807	1	China	CH	CH	35	105	CH	0							1	United States	US	US	38	-97	US	20170128	http://belmont.wickedlocal.com/news/20170127/belmonts-chinese-new-year-celebration-will-be-bigger-than-ever
621487620	20170128	201701	2017	2017.0767	CHN	CHINA	CHN								BUS	COMPANY						BUS			0	030	030	03	1	4.0	1	1	1	0.836820083682006	1	China	CH	CH	35	105	CH	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	20170128	http://www.chinadaily.com.cn/world/2017-01/28/content_28067624.htm
