636170226	20170313	201703	2017	2017.2000											CAN	ONTARIO	CAN								1	036	036	03	1	4.0	1	1	1	7.95660036166366	0							3	Mansfield, Ohio, United States	US	USOH	40.7584	-82.5154	1056410	1	Mexico	MX	MX	23	-102	MX	20170313	http://www.richlandsource.com/obituaries/kaitlyn-star-carroll-peak/article_697c86c8-0758-11e7-843c-737f819ce28d.html
636170289	20170313	201703	2017	2017.2000											GOV	MAYOR						GOV			1	042	042	04	1	1.9	4	2	4	-0.11111111111111	0							4	Glenwood, Newfoundland, Canada	CA	CA05	49	-54.8833	-565295	3	Glenwood Springs, Colorado, United States	US	USCO	39.5505	-107.325	204659	20170313	http://www.dailymail.co.uk/news/article-4307182/Doc-Holliday-s-derringer-returned-Glenwood-Springs.html
636170577	20170313	201703	2017	2017.2000	CAN	CANADA	CAN								LEG	CONGRESSMAN						LEG			0	051	051	05	1	3.4	32	12	28	1.3540873907776	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170313	http://1049maxcountry.com/abc_business/democrat-trump-enthusiastic-about-call-for-medicare-to-negotiate-drug-prices-abcid35877510/
636170579	20170313	201703	2017	2017.2000	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	013	013	01	1	0.4	3	2	3	-0.11111111111111	4	Glenwood, Newfoundland, Canada	CA	CA05	49	-54.8833	-565295	3	Glenwood Springs, Colorado, United States	US	USCO	39.5505	-107.325	204659	4	Glenwood, Newfoundland, Canada	CA	CA05	49	-54.8833	-565295	20170313	http://www.dailymail.co.uk/news/article-4307182/Doc-Holliday-s-derringer-returned-Glenwood-Springs.html
636170581	20170313	201703	2017	2017.2000	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	210	70	210	-4.70019565890779	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	Syracuse, New York, United States	US	USNY	43.0481	-76.1474	966966	3	Syracuse, New York, United States	US	USNY	43.0481	-76.1474	966966	20170313	http://www.firstlightradio.com/news/new-york-jewish-center-reopens-after-second-bomb-threat-in-one-week/
636170582	20170313	201703	2017	2017.2000	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	294	67	294	-4.80244504293744	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	Syracuse, New York, United States	US	USNY	43.0481	-76.1474	966966	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170313	http://www.mycentx.com/news/national/new-york-jewish-center-reopens-after-second-bomb-threat-in-one-week/670694497
636170610	20170313	201703	2017	2017.2000	CHN	CHINA	CHN								GOV	ADMINISTRATION						GOV			1	012	012	01	1	-0.4	3	2	3	0	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170313	http://www.ajc.com/lifestyles/joe-biden-confident-american-people-can-overcome-divided-nation/pwVPPJDJGIaGu4wwC1MqfM/
636170624	20170313	201703	2017	2017.2000	CHN	CHINA	CHN								LEG	CONGRESS						LEG			0	120	120	12	3	-4.0	8	1	8	-3.56489945155393	1	China	CH	CH	35	105	CH	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170313	http://knoxfocus.com/2017/03/tennessee-american-neutrality-ii/
636170626	20170313	201703	2017	2017.2000	CHN	CHINA	CHN								LEG	CONGRESS						LEG			0	130	130	13	3	-4.4	5	1	5	-3.56489945155393	1	China	CH	CH	35	105	CH	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170313	http://knoxfocus.com/2017/03/tennessee-american-neutrality-ii/
636170919	20170313	201703	2017	2017.2000	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-1.34529147982063	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	54.5	-6.5	-2604275	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	54.5	-6.5	-2604275	20170313	http://www.irishtimes.com/news/politics/brokenshire-cancels-us-trip-to-focus-on-stormont-talks-1.3007369
636170929	20170313	201703	2017	2017.2000	GBRGOV	UNITED KINGDOM	GBR					GOV			MED	PRESS ASSOCIATION						MED			1	013	013	01	1	0.4	2	1	2	-1.34529147982063	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	54.5	-6.5	-2604275	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	54.5	-6.5	-2604275	20170313	http://www.irishtimes.com/news/politics/brokenshire-cancels-us-trip-to-focus-on-stormont-talks-1.3007369
