629206208	20170121	201701	2017	2017.0575	USA	NEW YORK CITY	USA								MOSSHI	SHIA				MOS	SHI				1	173	173	17	4	-5.0	252	46	252	-1.10079451740367	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170220	http://www.nbcwashington.com/entertainment/entertainment-news/Actor-Shia-LaBeouf-Brings-Anti-Trump-Piece-to-New-Mexico-414207183.html
629207063	20170220	201702	2017	2017.1370	CHR	CHRISTIAN				CHR					USA	TEXAS	USA								1	042	042	04	1	1.9	3	1	3	3.07692307692308	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170220	http://www.tylerpaper.com/TP-Business/272995/business-notes-for-feb-20
629208646	20170220	201702	2017	2017.1370	MOS	ISLAMIC				MOS					UAF	MILITANT						UAF			1	043	043	04	1	2.8	2	1	2	-3.09798270893372	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	20170220	http://www.msn.com/en-us/news/us/ohio-where-muslim-and-christian-refugees-form-impossible-friendships/ar-AAn6sbu
629208648	20170220	201702	2017	2017.1370	MOS	ISLAMIC				MOS					UAF	MILITANT						UAF			1	181	181	18	4	-9.0	3	1	3	-3.09798270893372	3	Lucas County, Ohio, United States	US	USOH	41.6501	-83.6666	1074060	3	Lucas County, Ohio, United States	US	USOH	41.6501	-83.6666	1074060	3	Lucas County, Ohio, United States	US	USOH	41.6501	-83.6666	1074060	20170220	http://www.msn.com/en-us/news/us/ohio-where-muslim-and-christian-refugees-form-impossible-friendships/ar-AAn6sbu
629208649	20170220	201702	2017	2017.1370	MOS	MUSLIM				MOS					USA	AMERICAN	USA								1	010	010	01	1	0.0	78	25	78	-2.45880539788862	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170220	http://www.burnhamandhighbridgeweeklynews.co.uk/news/national/15102643.Trump_s_state_visit_should_be_scrapped__says_London_Mayor/
629208654	20170220	201702	2017	2017.1370	MOSSHI	SHIA				MOS	SHI														1	010	010	01	1	0.0	198	32	198	-1.04418188150213	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170220	http://www.nbcwashington.com/entertainment/entertainment-news/Actor-Shia-LaBeouf-Brings-Anti-Trump-Piece-to-New-Mexico-414207183.html
629208655	20170220	201702	2017	2017.1370	MOSSHI	SHIA				MOS	SHI				USA	UNITED STATES	USA								1	010	010	01	1	0.0	58	28	58	-1.26269800049455	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170220	http://www.nbcwashington.com/entertainment/entertainment-news/Actor-Shia-LaBeouf-Brings-Anti-Trump-Piece-to-New-Mexico-414207183.html
629209246	20170220	201702	2017	2017.1370	UAF	MILITANT						UAF			MOS	ISLAMIC				MOS					1	042	042	04	1	1.9	2	1	2	-3.09798270893372	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	2	Ohio, United States	US	USOH	40.3736	-82.7755	OH	20170220	http://www.msn.com/en-us/news/us/ohio-where-muslim-and-christian-refugees-form-impossible-friendships/ar-AAn6sbu
629209637	20170220	201702	2017	2017.1370	USA	TEXAS	USA								CHR	CHRISTIAN				CHR					1	043	043	04	1	2.8	3	1	3	3.07692307692308	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170220	http://www.tylerpaper.com/TP-Business/272995/business-notes-for-feb-20
629210062	20170220	201702	2017	2017.1370	USAJUD	SEATTLE	USA					JUD			MOS	MUSLIM				MOS					1	100	100	10	3	-5.0	4	1	4	-2.15336134453782	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170220	http://woai.iheart.com/onair/rush-limbaugh-55812/rush-on-fox-news-sunday-with-15575427/
629210063	20170220	201702	2017	2017.1370	USAJUD	SEATTLE	USA					JUD			MOS	MUSLIM				MOS					1	100	100	10	3	-5.0	6	1	6	-2.15336134453782	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170220	http://woai.iheart.com/onair/rush-limbaugh-55812/rush-on-fox-news-sunday-with-15575427/
629210064	20170220	201702	2017	2017.1370	USAJUD	SEATTLE	USA					JUD			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	320	1	320	-3.1333417591131	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	3	Seattle, Washington, United States	US	USWA	47.6062	-122.332	1512650	20170220	http://woai.iheart.com/onair/rush-limbaugh-55812/rush-on-fox-news-sunday-with-15575427/
629212886	20170220	201702	2017	2017.1370											chy	CHEYENNE			chy						1	042	042	04	1	1.9	28	7	28	2.47148700413357	0							3	Cheyenne, Wyoming, United States	US	USWY	41.14	-104.82	1609077	3	Cheyenne, Wyoming, United States	US	USWY	41.14	-104.82	1609077	20170220	http://kingfm.com/presidents-day-quiz-which-future-president-once-lived-in-wyoming/
629214086	20170220	201702	2017	2017.1370	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	50	8	41	-2.59986150466454	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170220	http://thenorthlines.com/problem-muslims-not-u-s-us/
629214090	20170220	201702	2017	2017.1370	MOS	ISLAMIC				MOS					IRQ	IRAQ	IRQ								1	0841	084	08	2	7.0	10	1	10	-0.625	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170220	http://fairydetox.org/2017/02/20/iraq-launches-tricky-operation-to-free-west-mosul-from.html
629214094	20170220	201702	2017	2017.1370	MOS	MUSLIM				MOS					MOS	ISLAMIC				MOS					1	020	020	02	1	3.0	6	1	6	-6.15989515072084	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170220	https://www.sott.net/article/343091-Pope-Francis-denies-Muslim-terrorism-exists
629214098	20170220	201702	2017	2017.1370	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	013	013	01	1	0.4	3	3	3	-2.38558644616476	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170220	http://www.winsfordguardian.co.uk/news/national/15102643.Trump_s_state_visit_should_be_scrapped__says_London_Mayor/
