619999545	20160125	201601	2016	2016.0685	sco	SCOTTISH			sco																1	010	010	01	1	0.0	50	5	50	-1.59362549800797	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	0							3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170124	http://www.theage.com.au/lifestyle/celebrity/karen-gillan-defends-skimpy-jumanji-outfit-my-character-is-really-not-happy-about-it-20170123-gtxci8.html
619999649	20170123	201701	2017	2017.0630	JEW	JEWISH				JEW					EDU	COLLEGE						EDU			1	051	051	05	1	3.4	3	1	3	2.21169036334914	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170124	http://news.ucsc.edu/2017/01/baumgarten-endowed-chair.html
619999737	20170124	201701	2017	2017.0658											CHRPRO	METHODIST CHURCH				CHR	PRO				1	036	036	03	1	4.0	2	1	2	1.98019801980199	0							3	First United Methodist Church, Texas, United States	US	USTX	29.3625	-94.9652	1385017	3	First United Methodist Church, Texas, United States	US	USTX	29.3625	-94.9652	1385017	20170124	http://www.tylerpaper.com/TP-News+Local/270188/tyler-music-coterie-scholarship-auditions-set-for-april-1
620000031	20170124	201701	2017	2017.0658											MOSCVL	MUSLIM				MOS		CVL			1	141	141	14	3	-6.5	30	2	30	-2.3309608648497	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.washingtonexaminer.com/limo-torched-in-dc-protests-belongs-to-muslim-immigrant/article/2612747
620000555	20170124	201701	2017	2017.0658	BOL	SANTA CRUZ	BOL								JEW	JEWISH				JEW					1	051	051	05	1	3.4	4	1	4	2.21169036334914	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170124	http://news.ucsc.edu/2017/01/baumgarten-endowed-chair.html
620001033	20170124	201701	2017	2017.0658	CHR	CHRISTIAN				CHR					ITA	ITALIAN	ITA								1	042	042	04	1	1.9	6	1	6	2.18446601941748	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170124	http://www.bradenton.com/news/business/biz-columns-blogs/cravings-blog/article128217159.html
620001036	20170124	201701	2017	2017.0658	CHRCTH	CATHOLIC				CHR	CTH														1	163	163	16	4	-8.0	10	1	10	-2.9126213592233	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://www.observer-reporter.com/20170123/members_of_shuttered_monongahela_church_sue_diocese_over_closure
620001038	20170124	201701	2017	2017.0658	CHRCTH	CATHOLIC				CHR	CTH				LEG	LAWMAKER						LEG			0	013	013	01	1	0.4	432	69	432	-0.935070319532357	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	2	North Dakota, United States	US	USND	47.5362	-99.793	ND	20170124	http://wbt.com/north-dakota-weighs-lifting-sunday-morning-shopping-ban/
620001039	20170124	201701	2017	2017.0658	CHRPRO	METHODIST CHURCH				CHR	PRO														1	036	036	03	1	4.0	2	1	2	1.98019801980199	3	Tyler Junior College, Texas, United States	US	USTX	32.3338	-95.2838	1349003	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170124	http://www.tylerpaper.com/TP-News+Local/270188/tyler-music-coterie-scholarship-auditions-set-for-april-1
620001040	20170124	201701	2017	2017.0658	CHRPRO	EPISCOPAL				CHR	PRO				ITA	MARCHE	ITA								1	070	070	07	2	7.0	5	1	5	1.62866449511401	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	41.85	-87.6501	423587	20170124	http://www.episcopalcafe.com/episcopal-cafe-authors-at-womens-marches-across-the-country/
620001041	20170124	201701	2017	2017.0658	CHRPRO	METHODIST CHURCH				CHR	PRO				USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	1.98019801980199	3	First United Methodist Church, Texas, United States	US	USTX	29.3625	-94.9652	1385017	3	First United Methodist Church, Texas, United States	US	USTX	29.3625	-94.9652	1385017	3	First United Methodist Church, Texas, United States	US	USTX	29.3625	-94.9652	1385017	20170124	http://www.tylerpaper.com/TP-News+Local/270188/tyler-music-coterie-scholarship-auditions-set-for-april-1
620002565	20170124	201701	2017	2017.0658	ISR	TEL AVIV	ISR								MOS	MUSLIM				MOS					0	040	040	04	1	1.0	676	2	676	-1.41440728418313	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170124	http://960weli.iheart.com/onair/rush-limbaugh-55812/sean-spicer-takes-on-the-press-15495463/
620002620	20170124	201701	2017	2017.0658	JEW	JEWISH				JEW					CHR	CHRISTIAN				CHR					1	0841	084	08	2	7.0	2	1	2	0.24691358024692	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170124	http://www.patheos.com/blogs/friendlyatheist/2017/01/23/christian-right-leader-donald-trump-the-45th-president-is-like-the-king-prophesied-in-isaiah-45/
620002623	20170124	201701	2017	2017.0658	JEWCVL	JEWISH				JEW		CVL			AUS	MURRAY	AUS								1	075	075	07	2	7.0	2	1	2	2.21169036334914	1	Panama	PM	PM	9	-80	PM	1	Panama	PM	PM	9	-80	PM	2	California, United States	US	USCA	36.17	-119.746	CA	20170124	http://news.ucsc.edu/2017/01/baumgarten-endowed-chair.html
620002624	20170124	201701	2017	2017.0658	JEWCVL	JEWISH				JEW		CVL			GOV	PRESIDENT						GOV			1	051	051	05	1	3.4	10	1	10	-1.53550863723609	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://jpupdates.com/2017/01/23/rabbi-marvin-hier-receives-anti-semitic-backlash-for-inauguration-prayer/
620002625	20170124	201701	2017	2017.0658	JEWCVL	JEWISH				JEW		CVL			GOV	PRESIDENT						GOV			1	060	060	06	2	6.0	10	1	10	-1.53550863723609	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://jpupdates.com/2017/01/23/rabbi-marvin-hier-receives-anti-semitic-backlash-for-inauguration-prayer/
620002626	20170124	201701	2017	2017.0658	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								1	075	075	07	2	7.0	1	1	1	2.21169036334914	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170124	http://news.ucsc.edu/2017/01/baumgarten-endowed-chair.html
620002627	20170124	201701	2017	2017.0658	JEWCVL	JEWISH				JEW		CVL			USA	UNITED STATES	USA								1	075	075	07	2	7.0	1	1	1	2.21169036334914	1	Panama	PM	PM	9	-80	PM	2	California, United States	US	USCA	36.17	-119.746	CA	2	California, United States	US	USCA	36.17	-119.746	CA	20170124	http://news.ucsc.edu/2017/01/baumgarten-endowed-chair.html
620002970	20170124	201701	2017	2017.0658	LEG	CONGRESSMAN						LEG			MOS	MUSLIM				MOS					1	040	040	04	1	1.0	5	1	5	-4.42655935613682	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.yorkdispatch.com/story/opinion/editorials/2017/01/23/editorial-kudos-rep-scott-perry/96949910/
620003366	20170124	201701	2017	2017.0658	MOS	MUSLIM				MOS															1	051	051	05	1	3.4	31	3	31	-0.897968728723747	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170124	http://www.yorkdispatch.com/story/opinion/editorials/2017/01/23/editorial-kudos-rep-scott-perry/96949910/
620003368	20170124	201701	2017	2017.0658	MOS	ISLAMIC				MOS															0	070	070	07	2	7.0	4	2	4	-6.39960110501345	1	Afghanistan	AF	AF	33	65	AF	0							1	United States	US	US	38	-97	US	20170124	http://www.ammoland.com/2017/01/obamas-inexcusable-commutation-of-chelsea-manning/
620003369	20170124	201701	2017	2017.0658	MOS	ISLAMIC				MOS															0	070	070	07	2	7.0	10	2	10	-6.39960110501345	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170124	http://www.ammoland.com/2017/01/obamas-inexcusable-commutation-of-chelsea-manning/
620003371	20170124	201701	2017	2017.0658	MOS	ISLAM				MOS															0	080	080	08	2	5.0	7	3	5	-1.14454917597841	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	https://www.whaleoil.co.nz/2017/01/anti-establishment-movement-return-values-democracy-patriotism/
620003373	20170124	201701	2017	2017.0658	MOS	MUSLIM				MOS															1	141	141	14	3	-6.5	2	1	2	-3.82978723404255	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170124	http://fusion.net/story/382460/linda-sarsour-womens-march-islamophobic-attacks/
620003377	20170124	201701	2017	2017.0658	MOS	MUSLIM				MOS					ISR	TEL AVIV	ISR								0	040	040	04	1	1.0	676	2	676	-1.41440728418313	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170124	http://960weli.iheart.com/onair/rush-limbaugh-55812/sean-spicer-takes-on-the-press-15495463/
620003378	20170124	201701	2017	2017.0658	MOS	MUSLIM				MOS					LEG	CONGRESSMAN						LEG			1	040	040	04	1	1.0	5	1	5	-4.42655935613682	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.yorkdispatch.com/story/opinion/editorials/2017/01/23/editorial-kudos-rep-scott-perry/96949910/
620003383	20170124	201701	2017	2017.0658	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	-4.42655935613682	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.yorkdispatch.com/story/opinion/editorials/2017/01/23/editorial-kudos-rep-scott-perry/96949910/
620003442	20170124	201701	2017	2017.0658	NGOUSACHRPRO	VOLUNTEERS OF AMERICA	USA			CHR	PRO	NGO			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	6	3	6	-11.0697605078745	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170124	http://www.sfgate.com/news/crime/article/Gillette-woman-enters-not-guilty-plea-in-theft-10878181.php
620003618	20170124	201701	2017	2017.0658	PSE	PALESTINIAN	PSE								MOS	MUSLIM				MOS					1	141	141	14	3	-6.5	4	1	4	-3.82978723404255	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170124	http://fusion.net/story/382460/linda-sarsour-womens-march-islamophobic-attacks/
620003707	20170124	201701	2017	2017.0658	RUS	RUSSIAN	RUS								MOS	ISLAMIC				MOS					0	060	060	06	2	6.0	76	37	76	-1.8979622356441	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170124	http://wivb.com/2017/01/23/white-house-opens-door-to-cooperation-with-russian-in-syria/
