638282861	20170319	201703	2017	2017.2164	CHR	CHRISTIAN				CHR					UAF	TERRORIST						UAF			0	019	019	01	1	3.4	10	1	10	-5.42372881355932	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170319	http://www.taiwannews.com.tw/en/news/3117819
638282870	20170319	201703	2017	2017.2164	CHRPRO331	CHURCH OF CHRIST				CHR	PRO				USA	UNITED STATES	USA								0	043	043	04	1	2.8	40	18	40	-3.74708900398057	3	Honolulu, Hawaii, United States	US	USHI	21.3069	-157.858	366212	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170319	http://www.fredericksburg.com/news/news-wire/travel-ban-fight-personal-for-hawaii-s-scholarly-gentleman/article_67372453-a332-582a-b54b-a6b4f32bf158.html
638282871	20170319	201703	2017	2017.2164	CHRPRO331	CHURCH OF CHRIST				CHR	PRO				USA	UNITED STATES	USA								0	043	043	04	1	2.8	44	20	44	-3.74330901775014	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	2	Washington, United States	US	USWA	47.3917	-121.571	WA	20170319	http://www.fredericksburg.com/news/news-wire/travel-ban-fight-personal-for-hawaii-s-scholarly-gentleman/article_67372453-a332-582a-b54b-a6b4f32bf158.html
638283807	20170319	201703	2017	2017.2164	HLHCHR	NURSE				CHR		HLH			USA	LOUISIANA	USA								0	010	010	01	1	0.0	6	1	6	-1.31964809384165	2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA	31.1801	-91.8749	LA	20170319	http://www.bestofneworleans.com/thelatest/archives/2017/03/18/at-second-line-for-health-care-doctors-and-nurses-speak-out-for-affordable-care-act
638283878	20170319	201703	2017	2017.2164	IRQ	IRAQI	IRQ								MOS	ISLAMIC				MOS					0	050	050	05	1	3.5	2	2	2	-5.34733238707523	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170319	http://www.taiwannews.com.tw/en/news/3117819
638283879	20170319	201703	2017	2017.2164	IRQ	IRAQI	IRQ								MOS	ISLAMIC				MOS					0	050	050	05	1	3.5	2	2	2	-5.34733238707523	1	Iraq	IZ	IZ	33	44	IZ	1	Iraq	IZ	IZ	33	44	IZ	3	Houston, Texas, United States	US	USTX	29.7633	-95.3633	1380948	20170319	http://www.taiwannews.com.tw/en/news/3117819
638284243	20170319	201703	2017	2017.2164	MOS	MUSLIM				MOS															0	172	172	17	4	-5.0	57	3	55	-3.56486204071037	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	0							2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170319	http://news.wabe.org/post/it-s-unimaginable-feeling-unwelcome-country-i-was-born
638284244	20170319	201703	2017	2017.2164	MOS	MUSLIM				MOS															0	172	172	17	4	-5.0	8	1	6	-3.76044568245126	2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	0							2	Maryland, United States	US	USMD	39.0724	-76.7902	MD	20170319	http://news.wabe.org/post/it-s-unimaginable-feeling-unwelcome-country-i-was-born
638284250	20170319	201703	2017	2017.2164	MOS	MUSLIM				MOS					USA	BOSTON	USA								1	036	036	03	1	4.0	10	1	10	0.552486187845306	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	3	Boston, Massachusetts, United States	US	USMA	42.3584	-71.0598	617565	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170319	http://wwlp.com/2017/03/18/massachusetts-mosques-to-hold-open-mosque-day/
638284251	20170319	201703	2017	2017.2164	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								0	172	172	17	4	-5.0	2	1	2	-3.76044568245126	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170319	http://news.wabe.org/post/it-s-unimaginable-feeling-unwelcome-country-i-was-born
