640247072	20170325	201703	2017	2017.2329											ATH	ATHEISM				ATH					0	051	051	05	1	3.4	13	1	10	-0.34393809114359	0							2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170325	http://filmmakermagazine.com/101958-it-just-wasnt-easy-to-set-up-a-movie-about-a-murdered-atheist-tommy-ohaver-on-the-most-hated-woman-in-america/
640247642	20170325	201703	2017	2017.2329	ATH	ATHEIST				ATH					AUS	MURRAY	AUS								1	051	051	05	1	3.4	6	1	6	-0.34393809114359	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	20170325	http://filmmakermagazine.com/101958-it-just-wasnt-easy-to-set-up-a-movie-about-a-murdered-atheist-tommy-ohaver-on-the-most-hated-woman-in-america/
640247643	20170325	201703	2017	2017.2329	ATH	ATHEIST				ATH					USA	UNITED STATES	USA								1	051	051	05	1	3.4	4	1	4	-0.34393809114359	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX	29.4241	-98.4936	1380951	20170325	http://filmmakermagazine.com/101958-it-just-wasnt-easy-to-set-up-a-movie-about-a-murdered-atheist-tommy-ohaver-on-the-most-hated-woman-in-america/
640247978	20170325	201703	2017	2017.2329	CHR	CHRISTIAN				CHR															1	051	051	05	1	3.4	14	1	14	0.738916256157641	2	Oregon, United States	US	USOR	44.5672	-122.127	OR	0							2	Oregon, United States	US	USOR	44.5672	-122.127	OR	20170325	http://www.catholicsentinel.org/main.asp?SectionID=3&SubSectionID=38&TM=70729.37
640247982	20170325	201703	2017	2017.2329	CHR	CHRISTIAN				CHR					JUD	JUDGE						JUD			1	010	010	01	1	0.0	10	1	10	-1.32100396301189	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170325	http://www.newshounds.us/20170321_pete_hegseth_attacks_non_denominational_tx_school_prayer_room_because_muslim_students_use_it
640247983	20170325	201703	2017	2017.2329	CHR	CHRISTIAN				CHR					JUD	JUDGE						JUD			1	172	172	17	4	-5.0	10	1	10	-1.32100396301189	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170325	http://www.newshounds.us/20170321_pete_hegseth_attacks_non_denominational_tx_school_prayer_room_because_muslim_students_use_it
640248910	20170325	201703	2017	2017.2329	GOV	CHIEF EXECUTIVE						GOV			JEW	JEWISH				JEW					0	1712	171	17	4	-9.2	2	1	2	-7.26887791107975	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Mount Carmel Cemetery, Pennsylvania, United States	US	USPA	39.7398	-77.0889	1181658	3	Mount Carmel Cemetery, Pennsylvania, United States	US	USPA	39.7398	-77.0889	1181658	20170325	http://www.bostonherald.com/news/national/2017/03/us_jews_wrestle_with_arrest_of_jew_in_bomb_threats_case
640248912	20170325	201703	2017	2017.2329	GOV	CHIEF EXECUTIVE						GOV			JEW	JEWISH				JEW					0	1712	171	17	4	-9.2	159	53	159	-9.00697272377552	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170325	http://www.bostonherald.com/news/national/2017/03/us_jews_wrestle_with_arrest_of_jew_in_bomb_threats_case
640248940	20170325	201703	2017	2017.2329	GOV	CHIEF EXECUTIVE						GOV			NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			1	012	012	01	1	-0.4	3	1	3	-7.26887791107975	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20170325	http://www.bostonherald.com/news/national/2017/03/us_jews_wrestle_with_arrest_of_jew_in_bomb_threats_case
640248941	20170325	201703	2017	2017.2329	GOV	CHIEF EXECUTIVE						GOV			NGOUSAJEW	ANTI DEFAMATION LEAGUE	USA			JEW		NGO			0	112	112	11	3	-2.0	159	53	159	-9.00697272377552	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA	40.5773	-77.264	PA	20170325	http://www.bostonherald.com/news/national/2017/03/us_jews_wrestle_with_arrest_of_jew_in_bomb_threats_case
