616254178	20170112	201701	2017	2017.0329											NGOCHR	YMCA				CHR		NGO			0	040	040	04	1	1.0	6	1	6	0.9469696969697	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170112	http://auburnpub.com/news/local/auburn-ymca-urges-members-to-share-parking-lot-concerns-with/article_41ca22c9-a39a-5d42-a5aa-7ec53e3afde8.html
616254179	20170112	201701	2017	2017.0329											NGOCHR	YMCA				CHR		NGO			0	112	112	11	3	-2.0	6	1	6	0.9469696969697	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170112	http://auburnpub.com/news/local/auburn-ymca-urges-members-to-share-parking-lot-concerns-with/article_41ca22c9-a39a-5d42-a5aa-7ec53e3afde8.html
616254417	20170112	201701	2017	2017.0329											myn	MAYAN			myn						1	112	112	11	3	-2.0	39	13	39	-7.42185624035092	0							3	Orlando, Florida, United States	US	USFL	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	28.5383	-81.3792	288240	20170112	http://newsok.com/the-latest-2-charged-with-aiding-fugitive-in-police-slaying/article/feed/1147129
616254418	20170112	201701	2017	2017.0329											myn	MAYAN			myn						0	173	173	17	4	-5.0	84	14	84	-5.24396874705347	0							3	Orlando Police Department, Florida, United States	US	USFL	28.5413	-81.3834	2331456	3	Orlando Police Department, Florida, United States	US	USFL	28.5413	-81.3834	2331456	20170112	http://www.wpsdlocal6.com/story/34232245/police-accuse-2-of-helping-fugitive-before-officers-killing
616254419	20170112	201701	2017	2017.0329											myn	MAYAN			myn						1	173	173	17	4	-5.0	256	41	256	-5.17912282854469	0							3	Orlando, Florida, United States	US	USFL	28.5383	-81.3792	288240	3	Orlando, Florida, United States	US	USFL	28.5383	-81.3792	288240	20170112	http://am970theanswer.com/news/national/suspect-in-fatal-shooting-of-officer-has-lengthy-record
616255018	20170112	201701	2017	2017.0329	CHR	CHRISTIAN				CHR															1	020	020	02	1	3.0	80	8	80	-8.4443290880924	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	0							3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	20170112	http://whtc.com/news/articles/2017/jan/11/fury-forgiveness-at-south-carolina-church-gunmans-sentencing/
616255020	20170112	201701	2017	2017.0329	CHR	CHRISTIAN				CHR															1	056	056	05	1	7.0	80	8	80	-8.4443290880924	3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	0							3	Emanuel African Methodist Episcopal Church, South Carolina, United States	US	USSC	32.7874	-79.9331	1252822	20170112	http://whtc.com/news/articles/2017/jan/11/fury-forgiveness-at-south-carolina-church-gunmans-sentencing/
616255022	20170112	201701	2017	2017.0329	CHR	CHRISTIAN				CHR					COP	POLICE						COP			1	018	018	01	1	3.4	4	1	4	-4.40613026819924	3	Bryan County, Oklahoma, United States	US	USOK	33.9668	-96.2669	1101794	3	Bryan County, Oklahoma, United States	US	USOK	33.9668	-96.2669	1101794	3	Bryan County, Oklahoma, United States	US	USOK	33.9668	-96.2669	1101794	20170112	http://www.heralddemocrat.com/news/20170111/oklahoma-man-shot-by-bryan-county-sheriff8217s-deputy-facing-charges-osbi-investigating-shooting
616255023	20170112	201701	2017	2017.0329	CHR	CHRISTIAN				CHR					HLH	HOSPITAL						HLH			0	073	073	07	2	7.4	102	17	102	-4.48654726141938	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	20170112	http://newsok.com/the-latest-minnesota-osha-will-investigate-plant-explosion/article/feed/1147321
616255024	20170112	201701	2017	2017.0329	CHR	CHRISTIAN				CHR					OPP	POLITICAL ALLIANCE						OPP			0	090	090	09	2	-2.0	3	1	3	-1.92400192400192	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC	35.6411	-79.8431	NC	20170112	http://hppr.org/people/tom-gjelten
616255025	20170112	201701	2017	2017.0329	CHR	CHRISTIAN				CHR					USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-1.92400192400192	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170112	http://hppr.org/people/tom-gjelten
616255116	20170112	201701	2017	2017.0329	COP	POLICE						COP			CHR	CHRISTIAN				CHR					1	193	193	19	4	-10.0	6	1	6	-4.40613026819924	3	Choctaw, Oklahoma, United States	US	USOK	35.4976	-97.2689	1091323	3	Choctaw, Oklahoma, United States	US	USOK	35.4976	-97.2689	1091323	3	Choctaw, Oklahoma, United States	US	USOK	35.4976	-97.2689	1091323	20170112	http://www.heralddemocrat.com/news/20170111/oklahoma-man-shot-by-bryan-county-sheriff8217s-deputy-facing-charges-osbi-investigating-shooting
