626810759	20170213	201702	2017	2017.1178											MOS	MUSLIM				MOS					0	043	043	04	1	2.8	10	1	10	-1.78890876565295	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170213	http://usuncut.com/news/us-born-nasa-scientist-just-detained-border-patrol-forced-unlock-phone/
626811294	20170213	201702	2017	2017.1178	CHRCTH	THE POPE				CHR	CTH														1	036	036	03	1	4.0	3	1	3	1.42011834319527	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://endrtimes.blogspot.com/2017/02/trump-is-going-to-italy-in-may-so-will.html
626811300	20170213	201702	2017	2017.1178	CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			USA	ALABAMA	USA								1	043	043	04	1	2.8	3	1	3	0.48543689320388	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170213	http://wwd.com/fashion-news/fashion-scoops/vaquera-takes-on-tiffany-co-s-millennial-troubles-with-fall-collection-10789959/
626811301	20170213	201702	2017	2017.1178	CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	0.48543689320388	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170213	http://wwd.com/fashion-news/fashion-scoops/vaquera-takes-on-tiffany-co-s-millennial-troubles-with-fall-collection-10789959/
626811302	20170213	201702	2017	2017.1178	CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			USA	UNITED STATES	USA								1	043	043	04	1	2.8	1	1	1	0.48543689320388	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://wwd.com/fashion-news/fashion-scoops/vaquera-takes-on-tiffany-co-s-millennial-troubles-with-fall-collection-10789959/
626811303	20170213	201702	2017	2017.1178	CHRPRO	METHODIST CHURCH				CHR	PRO														0	010	010	01	1	0.0	1	1	1	0.41246562786434	3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	0							3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	20170213	http://www.thespectrum.com/story/news/2017/02/12/support-groups-week-feb-13/97742254/
626811567	20170213	201702	2017	2017.1178	EDU	UNIVERSITY						EDU			NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			0	036	036	03	1	4.0	1090	1	1090	0.841318218988041	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	20170213	http://gwdtoday.com/main.asp?SectionID=2&TM=67519.31
626811568	20170213	201702	2017	2017.1178	EDU	UNIVERSITY						EDU			NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			0	051	051	05	1	3.4	1090	1	1090	0.841318218988041	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	20170213	http://gwdtoday.com/main.asp?SectionID=2&TM=67519.31
626812222	20170213	201702	2017	2017.1178	ISR	ISRAEL	ISR								JEW	JEWISH				JEW					0	130	130	13	3	-4.4	1	1	1	-0.69084628670121	4	Jerusalem, Israel (general), Israel	IS	IS00	31.7667	35.2333	-797092	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://www.vosizneias.com/262094/2017/02/12/jerusalem-netanyahu-pledges-to-promote-responsible-policies-at-trump-meeting/
626812251	20170213	201702	2017	2017.1178	ITA	ITALY	ITA								CHRCTH	THE POPE				CHR	CTH				1	036	036	03	1	4.0	3	1	3	1.42011834319527	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	http://endrtimes.blogspot.com/2017/02/trump-is-going-to-italy-in-may-so-will.html
626812691	20170213	201702	2017	2017.1178	MOS	ISLAM				MOS															0	010	010	01	1	0.0	2	1	2	-4.27461139896373	2	Rhode Island, United States	US	USRI	41.6772	-71.5101	RI	0							2	Rhode Island, United States	US	USRI	41.6772	-71.5101	RI	20170213	http://peakoil.com/publicpolicy/steve-bannon-believes-the-apocalypse-is-coming-and-war-is-inevitable/comment-page-1
626812692	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															0	042	042	04	1	1.9	10	1	10	-1.78890876565295	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170213	http://usuncut.com/news/us-born-nasa-scientist-just-detained-border-patrol-forced-unlock-phone/
626812694	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															0	120	120	12	3	-4.0	10	1	10	-2.4375	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	https://www.dailysabah.com/columns/hatem-bazian/2017/02/13/trump-islamophobia-and-the-new-mccarthyism
626812695	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															0	172	172	17	4	-5.0	22	3	22	-0.767651848358063	2	Florida, United States	US	USFL	27.8333	-81.717	FL	0							2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170213	http://usuncut.com/news/us-born-nasa-scientist-just-detained-border-patrol-forced-unlock-phone/
626812696	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															1	172	172	17	4	-5.0	97	13	97	-3.59284192838101	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170213	https://www.bostonglobe.com/opinion/2017/02/12/trump-and-doomsday-clock/1NQ1aEAzxTePCTrQbSSkUN/story.html
626812697	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS															1	190	190	19	4	-10.0	32	4	32	-5.5386150944518	1	United States	US	US	38	-97	US	0							1	United States	US	US	38	-97	US	20170213	https://www.dailysabah.com/readers-corner/2017/02/13/calling-islamophobia-what-it-is-anti-muslim
626812709	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					UAF	TERRORIST						UAF			1	172	172	17	4	-5.0	10	1	10	-4.13318025258324	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170213	http://www.fark.com/comments/9477348/Numerous-scientific-studies-confirm-that-using-facts-reason-to-counter-lies-people-want-to-believe-never-works-which-tells-me-this-article-is-complete-bullsht
626812710	20170213	201702	2017	2017.1178	MOS	MUSLIM				MOS					USA	UNITED STATES	USA								1	172	172	17	4	-5.0	51	9	51	-2.63918049746347	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170213	https://www.bostonglobe.com/opinion/2017/02/12/trump-and-doomsday-clock/1NQ1aEAzxTePCTrQbSSkUN/story.html
626812734	20170213	201702	2017	2017.1178	MYS	SABAH	MYS								MOS	MUSLIM				MOS					0	020	020	02	1	3.0	5	1	5	-6.20370370370371	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170213	https://www.dailysabah.com/readers-corner/2017/02/13/calling-islamophobia-what-it-is-anti-muslim
626812772	20170213	201702	2017	2017.1178	NGOCHR	HABITAT FOR HUMANITY				CHR		NGO			EDU	UNIVERSITY						EDU			0	036	036	03	1	4.0	1090	1	1090	0.841318218988041	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC	33.8191	-80.9066	SC	20170213	http://gwdtoday.com/main.asp?SectionID=2&TM=67519.31
626812806	20170213	201702	2017	2017.1178	NRMRAC020	CREATIVITY				NRM					USA	UNITED STATES	USA								1	051	051	05	1	3.4	30	10	30	5.33464856212583	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	34.0983	-118.327	1660757	20170213	http://kdwn.com/2017/02/12/la-la-land-takes-5-prizes-at-british-academy-awards/
626813389	20170213	201702	2017	2017.1178	USA	ALABAMA	USA								CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			1	042	042	04	1	1.9	3	1	3	0.48543689320388	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170213	http://wwd.com/fashion-news/fashion-scoops/vaquera-takes-on-tiffany-co-s-millennial-troubles-with-fall-collection-10789959/
626813390	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			1	042	042	04	1	1.9	1	1	1	0.48543689320388	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	2	Alabama, United States	US	USAL	32.799	-86.8073	AL	20170213	http://wwd.com/fashion-news/fashion-scoops/vaquera-takes-on-tiffany-co-s-millennial-troubles-with-fall-collection-10789959/
626813391	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			1	042	042	04	1	1.9	1	1	1	0.48543689320388	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://wwd.com/fashion-news/fashion-scoops/vaquera-takes-on-tiffany-co-s-millennial-troubles-with-fall-collection-10789959/
626813392	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								CHRPRO	METHODIST CHURCH				CHR	PRO				0	010	010	01	1	0.0	2	1	2	0.41246562786434	3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	3	Cedar City, Utah, United States	US	USUT	37.6775	-113.062	1426441	20170213	http://www.thespectrum.com/story/news/2017/02/12/support-groups-week-feb-13/97742254/
626813393	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								CHRPRO	METHODIST CHURCH				CHR	PRO				0	010	010	01	1	0.0	2	1	2	0.41246562786434	3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	3	Parowan, Utah, United States	US	USUT	37.8422	-112.828	1444224	20170213	http://www.thespectrum.com/story/news/2017/02/12/support-groups-week-feb-13/97742254/
626813395	20170213	201702	2017	2017.1178	USA	NEW YORK	USA								CHRREL	CHRISTIAN				CHR					0	010	010	01	1	0.0	10	1	10	-3.90143737166324	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://jwsurvey.org/child-abuse-2/news-bulletin-fessler-versus-watchtower-opening-statements-and-motions-in-jehovahs-witness-child-abuse-trial-day-1
626813550	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					0	010	010	01	1	0.0	10	2	10	-3.00895377016995	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170213	https://www.dailysabah.com/columns/hatem-bazian/2017/02/13/trump-islamophobia-and-the-new-mccarthyism
626813551	20170213	201702	2017	2017.1178	USA	UNITED STATES	USA								MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	38	8	38	-2.55762940064753	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170213	https://www.bostonglobe.com/opinion/2017/02/12/trump-and-doomsday-clock/1NQ1aEAzxTePCTrQbSSkUN/story.html
626813748	20170213	201702	2017	2017.1178	chy	CHEYENNE			chy						BUS	COMPANY						BUS			0	0874	087	08	2	10.0	90	9	90	-1.81699367618615	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC	38.8964	-77.0262	DC	20170213	http://abcnewsradioonline.com/national-news/standing-rock-sioux-ask-court-to-halt-dakota-access-pipeline.html
626814639	20170213	201702	2017	2017.1178	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	94	15	94	-1.12571914097065	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	20170213	http://www.timesunion.com/business/technology/article/From-protests-to-pussy-hats-Trump-resistance-10926808.php
626814640	20170213	201702	2017	2017.1178	GOV	PRESIDENT						GOV			MOS	MUSLIM				MOS					1	172	172	17	4	-5.0	599	111	599	1.3306701461295	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170213	http://www.timesunion.com/business/technology/article/From-protests-to-pussy-hats-Trump-resistance-10926808.php
