638822391	20160321	201603	2016	2016.2219	GBR	LONDON	GBR								USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	2.85234899328859	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170321	http://if.com.au/2017/03/20/article/Dance-Academy-scribe-Sam-Strauss-preps-story-of-royal-mistress-Sheila/VWJIHFNXNT.html
638822432	20160321	201603	2016	2016.2219	USA	UNITED STATES	USA								GBR	LONDON	GBR								0	042	042	04	1	1.9	2	1	2	2.85234899328859	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170321	http://if.com.au/2017/03/20/article/Dance-Academy-scribe-Sam-Strauss-preps-story-of-royal-mistress-Sheila/VWJIHFNXNT.html
638822434	20160321	201603	2016	2016.2219	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	071	071	07	2	7.4	2	1	2	2.85234899328859	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170321	http://if.com.au/2017/03/20/article/Dance-Academy-scribe-Sam-Strauss-preps-story-of-royal-mistress-Sheila/VWJIHFNXNT.html
638822435	20160321	201603	2016	2016.2219	USA	UNITED STATES	USA								GBR	UNITED KINGDOM	GBR								0	071	071	07	2	7.4	1	1	1	2.85234899328859	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	1	Australia	AS	AS	-27	133	AS	20170321	http://if.com.au/2017/03/20/article/Dance-Academy-scribe-Sam-Strauss-preps-story-of-royal-mistress-Sheila/VWJIHFNXNT.html
638822471	20170314	201703	2017	2017.2027	MED	SPOKESMAN						MED			GBR	BRITISH	GBR								0	020	020	02	1	3.0	5	2	5	-1.39923682725641	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170321	http://alaska-native-news.com/fbi-director-debunks-trump-wiretap-claim-confirms-russia-probe-27318
638822493	20170314	201703	2017	2017.2027	RUS	RUSSIA	RUS								GBR	BRITISH	GBR								0	020	020	02	1	3.0	2	1	2	-2.02117420596728	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170321	http://alaska-native-news.com/fbi-director-debunks-trump-wiretap-claim-confirms-russia-probe-27318
638822498	20170314	201703	2017	2017.2027	USA	UNITED STATES	USA								GBRSPY	UNITED KINGDOM	GBR					SPY			0	020	020	02	1	3.0	4	1	4	-2.02117420596728	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170321	http://alaska-native-news.com/fbi-director-debunks-trump-wiretap-claim-confirms-russia-probe-27318
638822507	20170314	201703	2017	2017.2027	USAMED	UNITED STATES	USA					MED			GBR	UNITED KINGDOM	GBR								0	020	020	02	1	3.0	1	1	1	-2.02117420596728	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170321	http://alaska-native-news.com/fbi-director-debunks-trump-wiretap-claim-confirms-russia-probe-27318
638822508	20170314	201703	2017	2017.2027	USAMED	UNITED STATES	USA					MED			GBR	UNITED KINGDOM	GBR								0	020	020	02	1	3.0	13	2	13	-1.39923682725641	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170321	http://alaska-native-news.com/fbi-director-debunks-trump-wiretap-claim-confirms-russia-probe-27318
638822816	20170321	201703	2017	2017.2219											JUD	PROSECUTOR						JUD			0	042	042	04	1	1.9	16	16	16	-4.55610518990668	0							1	Mexico	MX	MX	23	-102	MX	3	Burlington, Vermont, United States	US	USVT	44.4759	-73.2121	1456663	20170321	http://www.mcclatchydc.com/news/politics-government/national-politics/article139682968.html
