613912656	20160105	201601	2016	2016.0137	BUS	BUSINESS						BUS			MEX	MEXICO	MEX								1	0874	087	08	2	10.0	4	1	4	-4.46247464503043	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170104	http://seriouslypolitics.com/2017/01/03/15/43/40/impasse-declared-in-trump-restaurant-suit-moving-it-closer-to-trial/
613912818	20170104	201701	2017	2017.0110											BUS	COMPANIES						BUS			0	130	130	13	3	-4.4	152	19	152	-1.58482954236385	0							4	Ramos Arizpe, Coahuila de Zaragoza, Mexico	MX	MX07	25.55	-100.967	-1690856	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170104	http://www.thepeterboroughexaminer.com/2017/01/03/trump-threatens-to-slap-a-tax-on-general-motors
613913068	20170104	201701	2017	2017.0110											MEX	MEXICO	MEX								1	061	061	06	2	6.4	5	1	5	-2.46478873239436	0							4	Ramos Arizpe, Coahuila de Zaragoza, Mexico	MX	MX07	25.55	-100.967	-1690856	3	Cleveland, Ohio, United States	US	USOH	41.4995	-81.6954	1066654	20170104	http://www.columbiatribune.com/business/tweet-blasts-gm-on-imports/article_ef979686-eb00-5787-a7b2-16b267be6535.html
613913229	20170104	201701	2017	2017.0110											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	0.718778657504878	0							2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	4	Saint-Boniface, Manitoba, Canada	CA	CA03	49.9	-97.1	-572704	20170104	http://www.winnipegfreepress.com/breakingnews/dollar-trumps-election-in-drawing-us-students-to-u-of-m-409587565.html
613913304	20170104	201701	2017	2017.0110											USAEDU	PROVIDENCE	USA					EDU			1	043	043	04	1	2.8	2	1	2	0.718778657504878	0							2	Minnesota, United States	US	USMN	45.7326	-93.9196	MN	4	Saint-Boniface, Manitoba, Canada	CA	CA03	49.9	-97.1	-572704	20170104	http://www.winnipegfreepress.com/breakingnews/dollar-trumps-election-in-drawing-us-students-to-u-of-m-409587565.html
613913574	20170104	201701	2017	2017.0110	BUS	COMPANY						BUS			MEX	MEXICO	MEX								1	061	061	06	2	6.4	2	1	2	-2.84810126582278	1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	1	Mexico	MX	MX	23	-102	MX	20170104	http://m.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=11776624
613913581	20170104	201701	2017	2017.0110	BUS	COMPANY						BUS			USA	MICHIGAN	USA								1	0311	031	03	1	5.2	2	1	2	-2.44328097731239	1	Mexico	MX	MX	23	-102	MX	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	20170104	http://republicbroadcasting.org/news/ford-cancels-plan-for-1-6-billion-plant-in-mexico-after-trump-criticism/
613913582	20170104	201701	2017	2017.0110	BUS	COMPANY						BUS			USA	UNITED STATES	USA								1	0311	031	03	1	5.2	1	1	1	-2.44328097731239	1	Mexico	MX	MX	23	-102	MX	2	Michigan, United States	US	USMI	43.3504	-84.5603	MI	1	Mexico	MX	MX	23	-102	MX	20170104	http://republicbroadcasting.org/news/ford-cancels-plan-for-1-6-billion-plant-in-mexico-after-trump-criticism/
613913595	20170104	201701	2017	2017.0110	BUS	INDUSTRY						BUS			USA	AMERICAN	USA								1	112	112	11	3	-2.0	2	1	2	-2.94380017841213	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170104	http://www.usatoday.com/story/money/cars/2017/01/03/ford-motor-co-general-motors-donald-trump-mexico/96118886/
613913651	20170104	201701	2017	2017.0110	CAN	CANADA	CAN								GOV	EMBASSY						GOV			0	020	020	02	1	3.0	18	5	18	-0.798639426460388	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170104	http://uk.reuters.com/article/us-usa-trump-canada-idUKKBN14N1XM
613913652	20170104	201701	2017	2017.0110	CAN	CANADA	CAN								GOV	EMBASSY						GOV			0	020	020	02	1	3.0	10	4	10	-0.748393558471626	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170104	http://uk.reuters.com/article/us-usa-trump-canada-idUKKBN14N1XM
613913671	20170104	201701	2017	2017.0110	CAN	CANADA	CAN								LEG	CONGRESS						LEG			0	017	017	01	1	0.0	12	5	12	-0.798639426460388	1	Canada	CA	CA	60	-95	CA	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170104	http://uk.reuters.com/article/us-usa-trump-canada-idUKKBN14N1XM
