626353281	20170211	201702	2017	2017.1123											CHN	CHINA	CHN								0	100	100	10	3	-5.0	9	3	9	1.54440928054122	0							1	China	CH	CH	35	105	CH	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://news.xinhuanet.com/english/2017-02/11/c_136048268.htm
626353283	20170211	201702	2017	2017.1123											CHN	CHINA	CHN								0	100	100	10	3	-5.0	3	1	3	1.95402298850575	0							1	China	CH	CH	35	105	CH	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170211	http://news.xinhuanet.com/english/2017-02/11/c_136048268.htm
626353427	20170211	201702	2017	2017.1123											GOV	PRESIDENT						GOV			1	042	042	04	1	1.9	285	48	285	1.15488020326476	0							1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.cloverdalereporter.com/national/413452913.html
626353556	20170211	201702	2017	2017.1123											MEX	MEXICO	MEX								1	063	063	06	2	7.4	6	3	6	-5.67363251840468	0							1	Mexico	MX	MX	23	-102	MX	2	Arizona, United States	US	USAZ	33.7712	-111.388	AZ	20170211	https://www.kcet.org/shows/democracy-now/husband-of-guadalupe-garcia-de-rayos-speaks-out-about-wifes-deportation
626353677	20170211	201702	2017	2017.1123											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-0.2389486260454	0							3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170211	http://www.grandforksherald.com/news/4215819-day-22-highlights-trump-presidency-5-pm-feb-10
626353748	20170211	201702	2017	2017.1123											USA	UNITED STATES	USA								1	071	071	07	2	7.4	2	1	2	-3.84615384615384	0							1	United Kingdom	UK	UK	54	-2	UK	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170211	http://www.travelmole.com/news_feature.php?news_id=2025865&region=2&cat=1
626353805	20170211	201702	2017	2017.1123											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-3.9227895392279	0							3	Albuquerque, New Mexico, United States	US	USNM	35.0845	-106.651	928679	1	Mexico	MX	MX	23	-102	MX	20170211	http://kunm.org/post/report-trinity-test-caused-generations-cancer-nm-das-partner-feds-fight-violent-crime
626354063	20170211	201702	2017	2017.1123	BUS	COMPANIES						BUS			USA	UTAH	USA								1	163	163	16	4	-8.0	38	19	38	-2.54867385990515	1	Canada	CA	CA	60	-95	CA	2	Utah, United States	US	USUT	40.1135	-111.854	UT	1	Canada	CA	CA	60	-95	CA	20170211	http://www.whig.com/article/20170210/AP/302109612
626354125	20170211	201702	2017	2017.1123	CAN	CANADA	CAN								GOV	ADMINISTRATION						GOV			0	036	036	03	1	4.0	78	13	78	1.05708245243129	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	20170211	http://www.cloverdalereporter.com/national/413437073.html
626354136	20170211	201702	2017	2017.1123	CAN	CANADA	CAN								USA	WASHINGTON	USA								1	030	030	03	1	4.0	26	13	26	1.05708245243129	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.cloverdalereporter.com/national/413437073.html
626354138	20170211	201702	2017	2017.1123	CAN	CANADIAN	CAN								USA	AMERICAN	USA								0	036	036	03	1	4.0	98	14	98	1.01201487466022	4	Montreal, Quebec, Canada	CA	CA10	45.5	-73.5833	-569541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.cloverdalereporter.com/national/413437073.html
626354139	20170211	201702	2017	2017.1123	CAN	CANADIAN	CAN								USA	AMERICAN	USA								0	036	036	03	1	4.0	13	13	13	1.05708245243129	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	49.25	-123.133	-575268	20170211	http://www.cloverdalereporter.com/national/413437073.html
626354143	20170211	201702	2017	2017.1123	CAN	CANADA	CAN								USA	UNITED STATES	USA								0	172	172	17	4	-5.0	1	1	1	0.37037037037037	4	Squamish, British Columbia, Canada	CA	CA02	49.7	-123.15	-574069	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	20170211	http://www.montrealgazette.com/entertainment/books/town+talk+city+hospitals+raise+million+galas/12887783/story.html
626354163	20170211	201702	2017	2017.1123	CANGOV	STEPHEN HARPER	CAN					GOV			USA	WASHINGTON	USA								1	030	030	03	1	4.0	64	16	64	1.00948777245463	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20170211	http://www.cloverdalereporter.com/national/413437073.html
626354166	20170211	201702	2017	2017.1123	CANGOV	CANADA	CAN					GOV			USAGOV	UNITED STATES	USA					GOV			1	040	040	04	1	1.0	100	50	100	1.14470957661329	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Canada	CA	CA	60	-95	CA	20170211	http://www.cloverdalereporter.com/national/413452913.html
626354167	20170211	201702	2017	2017.1123	CANGOV	CANADA	CAN					GOV			USAGOV	UNITED STATES	USA					GOV			1	043	043	04	1	2.8	98	49	98	1.15379955370131	1	Canada	CA	CA	60	-95	CA	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.cloverdalereporter.com/national/413452913.html
626354220	20170211	201702	2017	2017.1123	CHN	CHINA	CHN								TWN	TAIWAN	TWN								0	015	015	01	1	0.0	32	10	32	-2.43153011201249	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.channelnewsasia.com/news/world/new-top-us-diplomat-plays-central-role-in-trump-s-china-shift/3510486.html
626354222	20170211	201702	2017	2017.1123	CHN	CHINESE	CHN								TWN	TAIWAN	TWN								0	015	015	01	1	0.0	64	10	64	-2.43153011201249	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	Taiwan	TW	TW	23.5	121	TW	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170211	http://www.channelnewsasia.com/news/world/new-top-us-diplomat-plays-central-role-in-trump-s-china-shift/3510486.html
626354228	20170211	201702	2017	2017.1123	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	041	041	04	1	1.0	18	13	18	-2.31079442798665	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170211	http://www.channelnewsasia.com/news/world/new-top-us-diplomat-plays-central-role-in-trump-s-china-shift/3510486.html
