645537766	20160411	201604	2016	2016.2767	GOV	GOVERNMENT						GOV			MEX	MEXICO	MEX								1	112	112	11	3	-2.0	4	1	4	-5.77663671373556	4	Tamaulipas, Sinaloa, Mexico	MX	MX25	24.9086	-107.594	-1703946	4	Tamaulipas, Sinaloa, Mexico	MX	MX25	24.9086	-107.594	-1703946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170411	http://hosted2.ap.org/APDEFAULT/cae69a7523db45408eeb2b3a98c0c9c5/Article_2017-04-10-LT--Mexico-Corruption/id-7e2141f1f07d4b33bd74aae3e05ce547
645537767	20160411	201604	2016	2016.2767	GOV	GOVERNMENT						GOV			MEX	MEXICO	MEX								1	112	112	11	3	-2.0	9	6	9	-4.92209684518309	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Tamaulipas, Sinaloa, Mexico	MX	MX25	24.9086	-107.594	-1703946	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170411	http://hosted.ap.org/dynamic/stories/L/LT_MEXICO_CORRUPTION?SITE=AP&SECTION=HOME&TEMPLATE=DEFAULT&CTIME=2017-04-10-19-34-19
645537779	20160411	201604	2016	2016.2767	USA	UNITED STATES	USA								CHN	CHINA	CHN								1	186	186	18	4	-10.0	15	2	15	-7.21013300885578	2	Georgia, United States	US	USGA	32.9866	-83.6487	GA	1	China	CH	CH	35	105	CH	1	China	CH	CH	35	105	CH	20170411	http://www.dnaindia.com/world/report-china-tops-2016-global-executions-us-sees-lowest-number-in-decades-2395194
645537803	20170312	201703	2017	2017.1973	USA	UNITED STATES	USA								JUD	PROSECUTOR						JUD			0	173	173	17	4	-5.0	130	57	130	-5.44495684377259	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Nayarit, Sonora, Mexico	MX	MX26	31.6667	-113.3	-3869276	4	Nayarit, Sonora, Mexico	MX	MX26	31.6667	-113.3	-3869276	20170411	http://www.seattlepi.com/news/crime/article/Ex-Mexican-governor-s-long-flight-from-justice-11063651.php
645537805	20170312	201703	2017	2017.1973	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	173	173	17	4	-5.0	260	57	260	-5.44495684377259	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Nayarit, Sonora, Mexico	MX	MX26	31.6667	-113.3	-3869276	4	Nayarit, Sonora, Mexico	MX	MX26	31.6667	-113.3	-3869276	20170411	http://www.seattlepi.com/news/crime/article/Ex-Mexican-governor-s-long-flight-from-justice-11063651.php
645537806	20170312	201703	2017	2017.1973	USA	UNITED STATES	USA								MEX	MEXICO	MEX								0	173	173	17	4	-5.0	130	57	130	-5.44495684377259	2	Texas, United States	US	USTX	31.106	-97.6475	TX	4	Nayarit, Sonora, Mexico	MX	MX26	31.6667	-113.3	-3869276	2	Texas, United States	US	USTX	31.106	-97.6475	TX	20170411	http://www.seattlepi.com/news/crime/article/Ex-Mexican-governor-s-long-flight-from-justice-11063651.php
645537816	20170404	201704	2017	2017.2575	CAN	CANADA	CAN								MED	MEDIA						MED			1	036	036	03	1	4.0	40	8	40	-1.00354134454323	1	Australia	AS	AS	-27	133	AS	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	4	Queens, New Brunswick, Canada	CA	CA04	45.8333	-66	-571868	20170411	http://www.rock1061.com/syndicated-article/?id=340323
645537820	20170404	201704	2017	2017.2575	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	050	050	05	1	3.5	6	2	6	-1.12719119445577	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	1	China	CH	CH	35	105	CH	20170411	http://www.perishablenews.com/index.php?article=0059536
645537821	20170404	201704	2017	2017.2575	CHN	CHINA	CHN								GOV	PRESIDENT						GOV			1	050	050	05	1	3.5	6	2	6	-1.12719119445577	1	China	CH	CH	35	105	CH	2	Florida, United States	US	USFL	27.8333	-81.717	FL	2	Florida, United States	US	USFL	27.8333	-81.717	FL	20170411	http://www.perishablenews.com/index.php?article=0059536
645537824	20170404	201704	2017	2017.2575	GBR	BRITISH	GBR								GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	4	1	4	-1.86335403726708	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.dnaindia.com/world/report-trump-speaks-with-uk-s-may-germany-s-merkel-on-syria-white-house-2395176
645537830	20170404	201704	2017	2017.2575	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	040	040	04	1	1.0	14	4	14	-1.44888885164168	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.thestar.com.my/news/world/2017/04/11/trump-speaks-with-uks-may-germanys-merkel-on-syria--white-house/
645537831	20170404	201704	2017	2017.2575	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	046	046	04	1	7.0	3	2	3	-1.89877208745134	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.thestar.com.my/news/world/2017/04/11/trump-speaks-with-uks-may-germanys-merkel-on-syria--white-house/
645537832	20170404	201704	2017	2017.2575	GBR	BRITISH	GBR								USA	UNITED STATES	USA								1	046	046	04	1	7.0	3	2	3	-1.89877208745134	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170411	http://www.thestar.com.my/news/world/2017/04/11/trump-speaks-with-uks-may-germanys-merkel-on-syria--white-house/
645537834	20170404	201704	2017	2017.2575	GBRGOV	UNITED KINGDOM	GBR					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	4	1	4	-1.86335403726708	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.dnaindia.com/world/report-trump-speaks-with-uk-s-may-germany-s-merkel-on-syria-white-house-2395176
645537835	20170404	201704	2017	2017.2575	GBRGOV	BRITISH	GBR					GOV			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	8	1	8	-1.86335403726708	1	United Kingdom	UK	UK	54	-2	UK	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	20170411	http://www.dnaindia.com/world/report-trump-speaks-with-uk-s-may-germany-s-merkel-on-syria-white-house-2395176
645537836	20170404	201704	2017	2017.2575	GBRGOV	BRITISH	GBR					GOV			GOV	PRIME MINISTER						GOV			1	051	051	05	1	3.4	258	42	258	-0.440363474357298	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.chieftain.com/news/the-latest-trump-talks-syria-with-british-german-leaders/article_6d1cf651-9e68-54cd-9987-4ee703b892d6.html
645537837	20170404	201704	2017	2017.2575	GBRGOV	BRITISH	GBR					GOV			MIL	MILITARY						MIL			1	051	051	05	1	3.4	173	43	173	-0.43035521357645	1	United Kingdom	UK	UK	54	-2	UK	4	Moscow, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.chieftain.com/news/the-latest-trump-talks-syria-with-british-german-leaders/article_6d1cf651-9e68-54cd-9987-4ee703b892d6.html
645537838	20170404	201704	2017	2017.2575	GBRGOV	UNITED KINGDOM	GBR					GOV			MIL	MILITARY						MIL			1	051	051	05	1	3.4	82	40	82	-0.44160375313882	1	United Kingdom	UK	UK	54	-2	UK	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170411	http://www.chieftain.com/news/the-latest-trump-talks-syria-with-british-german-leaders/article_6d1cf651-9e68-54cd-9987-4ee703b892d6.html
645537845	20170404	201704	2017	2017.2575	GOV	PRESIDENT						GOV			GBR	BRITISH	GBR								1	138	138	13	3	-7.0	4	1	4	-1.86335403726708	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170411	http://www.dnaindia.com/world/report-trump-speaks-with-uk-s-may-germany-s-merkel-on-syria-white-house-2395176
645537847	20170404	201704	2017	2017.2575	GOV	PRESIDENT						GOV			GBRGOV	BRITISH	GBR					GOV			1	138	138	13	3	-7.0	12	1	12	-1.86335403726708	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170411	http://www.dnaindia.com/world/report-trump-speaks-with-uk-s-may-germany-s-merkel-on-syria-white-house-2395176
645537857	20170404	201704	2017	2017.2575	MED	MEDIA						MED													1	036	036	03	1	4.0	28	14	28	-1.00202362545327	3	San Francisco, California, United States	US	USCA	37.7749	-122.419	277593	0							4	Queens, New Brunswick, Canada	CA	CA04	45.8333	-66	-571868	20170411	http://www.rock1061.com/syndicated-article/?id=340323
