614533537	20161207	201612	2016	2016.9233	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	2.80373831775701	1	United Kingdom	UK	UK	54	-2	UK	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170106	http://www.rte.ie/news/world/2017/0105/842975-may-trump/
614533548	20161207	201612	2016	2016.9233	USA	UNITED STATES	USA								USAMIL	UNITED STATES	USA					MIL			1	040	040	04	1	1.0	2	1	2	2.80373831775701	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170106	http://www.rte.ie/news/world/2017/0105/842975-may-trump/
614533550	20161207	201612	2016	2016.9233	USAMIL	UNITED STATES	USA					MIL			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	2.80373831775701	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	1	United Kingdom	UK	UK	54	-2	UK	20170106	http://www.rte.ie/news/world/2017/0105/842975-may-trump/
614533560	20161230	201612	2016	2016.9863	USA	UNITED STATES	USA								GBRGOVHRI	THERESA MAY	GBR					GOV	HRI		0	020	020	02	1	3.0	9	5	9	1.04809107962724	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	59.15	-2.61667	-2611570	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.thebreeze.com/news/national-news/pm-theresa-may-to-meet-donald-trump-in-february/
614533665	20170106	201701	2017	2017.0164											CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	-4.23280423280423	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614533903	20170106	201701	2017	2017.0164											SAU	SAUDI	SAU								1	042	042	04	1	1.9	2	1	2	-2.60336906584992	0							4	Madras, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	2	Hawaii, United States	US	USHI	21.1098	-157.531	HI	20170106	http://www.hawaiitelegraph.com/index.php/sid/250697233
614534102	20170106	201701	2017	2017.0164											USAGOV	OBAMA	USA					GOV			0	031	031	03	1	5.2	2	1	2	-2.72391505078486	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614534247	20170106	201701	2017	2017.0164	BRA	SAO PAULO	BRA								GOV	PRESIDENT						GOV			1	060	060	06	2	6.0	10	1	10	-5	1	Mexico	MX	MX	23	-102	MX	2	New York, United States	US	USNY	42.1497	-74.9384	NY	1	Mexico	MX	MX	23	-102	MX	20170106	http://www.kitco.com/news/2017-01-05/EMERGING-MARKETS-Mexico-cenbank-intervenes-to-prop-peso-fend-off-life-lows.html
614534392	20170106	201701	2017	2017.0164	BUS	COMPANY						BUS			USAGOV	OBAMA	USA					GOV			0	031	031	03	1	5.2	2	1	2	-2.72391505078486	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614534400	20170106	201701	2017	2017.0164	CAN	CANADA	CAN																		1	010	010	01	1	0.0	2	1	2	-7.23684210526315	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	0							2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170106	http://www.mywebtimes.com/news/local/police-theorize-ottawa-home-invasions-linked/article_f583c83d-06c5-5e50-a0e5-82307e75d341.html
614534406	20170106	201701	2017	2017.0164	CAN	CANADA	CAN																		1	0214	021	02	1	3.4	1	1	1	-7.23684210526315	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	0							2	Illinois, United States	US	USIL	40.3363	-89.0022	IL	20170106	http://www.mywebtimes.com/news/local/police-theorize-ottawa-home-invasions-linked/article_f583c83d-06c5-5e50-a0e5-82307e75d341.html
614534469	20170106	201701	2017	2017.0164	CAN	CALGARY	CAN								USA	THE US	USA								1	060	060	06	2	6.0	10	1	10	-1.89393939393939	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	20170106	http://www.ch-aviation.com/portal/news/52172-newleaf-cancels-phoenix-az-flights-blaming-rival-westjet
614534483	20170106	201701	2017	2017.0164	CANGOV	CANADA	CAN					GOV			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-0.85046066619419	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170106	http://www.irishsun.com/index.php/sid/250685117
614534484	20170106	201701	2017	2017.0164	CANGOV	CANADA	CAN					GOV			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	-0.85046066619419	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170106	http://www.irishsun.com/index.php/sid/250685117
614534502	20170106	201701	2017	2017.0164	CHN	CHINA	CHN																		1	036	036	03	1	4.0	30	8	30	-4.22986544375122	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614534537	20170106	201701	2017	2017.0164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	3	1	3	1.25	4	Baijie, Chongqing, China	CH	CH33	29.2978	106.513	-1897267	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	20170106	http://www.chinadaily.com.cn/cndy/2017-01/06/content_27876482.htm
614534538	20170106	201701	2017	2017.0164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	046	046	04	1	7.0	1	1	1	1.25	1	United States	US	US	38	-97	US	1	United States	US	US	38	-97	US	4	Baijie, Chongqing, China	CH	CH33	29.2978	106.513	-1897267	20170106	http://www.chinadaily.com.cn/cndy/2017-01/06/content_27876482.htm
614534540	20170106	201701	2017	2017.0164	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	190	190	19	4	-10.0	16	8	16	-4.23004911806703	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614534541	20170106	201701	2017	2017.0164	CHN	CHINESE	CHN								USA	AMERICAN	USA								1	190	190	19	4	-10.0	64	8	64	-4.23004911806703	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614535073	20170106	201701	2017	2017.0164	ESP	SPAIN	ESP																		1	010	010	01	1	0.0	1	1	1	-1.9650655021834	1	Mexico	MX	MX	23	-102	MX	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170106	http://www.eluniversal.com.mx/articulo/english/2017/01/5/trumps-deportation-vow-spurs-california-farmers-action
614535193	20170106	201701	2017	2017.0164	GBR	UNITED KINGDOM	GBR								USA	UNITED STATES	USA								0	031	031	03	1	5.2	2	1	2	-2.72391505078486	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	2	New York, United States	US	USNY	42.1497	-74.9384	NY	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614535198	20170106	201701	2017	2017.0164	GBR	BRITAIN	GBR								USA	UNITED STATES	USA								0	090	090	09	2	-2.0	1	1	1	-2.72391505078486	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614535202	20170106	201701	2017	2017.0164	GBR	BRITISH	GBR								USAGOV	UNITED STATES	USA					GOV			0	036	036	03	1	4.0	5	5	5	1.14747934485477	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	59.15	-2.61667	-2611570	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	59.15	-2.61667	-2611570	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.thebreeze.com/news/national-news/pm-theresa-may-to-meet-donald-trump-in-february/
614535203	20170106	201701	2017	2017.0164	GBR	BRITISH	GBR								USAGOV	UNITED STATES	USA					GOV			0	036	036	03	1	4.0	5	5	5	1.14747934485477	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	59.15	-2.61667	-2611570	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Whitehall, Orkney Islands, United Kingdom	UK	UKV9	59.15	-2.61667	-2611570	20170106	http://www.thebreeze.com/news/national-news/pm-theresa-may-to-meet-donald-trump-in-february/
614535349	20170106	201701	2017	2017.0164	GOV	AUTHORITIES						GOV			BUS	BANK						BUS			1	090	090	09	2	-2.0	158	70	158	-4.5318522481338	3	Worcester, Massachusetts, United States	US	USMA	42.2626	-71.8023	617867	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Worcester, Massachusetts, United States	US	USMA	42.2626	-71.8023	617867	20170106	http://thesouthern.com/news/national/the-latest-police-say-fugitive-held-after-bank-robbery-try/article_ef265da1-988e-588a-b72f-dad505055b19.html
614535396	20170106	201701	2017	2017.0164	GOV	AUTHORITIES						GOV			GBRBUS	UNITED KINGDOM	GBR					BUS			1	090	090	09	2	-2.0	316	70	316	-4.5318522481338	3	Worcester, Massachusetts, United States	US	USMA	42.2626	-71.8023	617867	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	3	Worcester, Massachusetts, United States	US	USMA	42.2626	-71.8023	617867	20170106	http://thesouthern.com/news/national/the-latest-police-say-fugitive-held-after-bank-robbery-try/article_ef265da1-988e-588a-b72f-dad505055b19.html
614535397	20170106	201701	2017	2017.0164	GOV	AUTHORITIES						GOV			GBRBUS	UNITED KINGDOM	GBR					BUS			1	090	090	09	2	-2.0	150	66	150	-4.49389271269537	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	20170106	http://thesouthern.com/news/national/the-latest-police-say-fugitive-held-after-bank-robbery-try/article_ef265da1-988e-588a-b72f-dad505055b19.html
614535525	20170106	201701	2017	2017.0164	GOVGOV	PRESIDENT						GOV	GOV		CAN	TORONTO	CAN								0	010	010	01	1	0.0	1	1	1	-0.85046066619419	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170106	http://www.irishsun.com/index.php/sid/250685117
614535527	20170106	201701	2017	2017.0164	GOVGOV	PRESIDENT						GOV	GOV		USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-0.85046066619419	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	20170106	http://www.irishsun.com/index.php/sid/250685117
614535978	20170106	201701	2017	2017.0164	LAB	WORKER						LAB													0	0833	083	08	2	5.0	13	12	13	-1.79165737300703	1	Mexico	MX	MX	23	-102	MX	0							2	California, United States	US	USCA	36.17	-119.746	CA	20170106	http://www.newdelhitimes.com/trumps-deportation-vow-spurs-california-farmers-into-action123/
614536005	20170106	201701	2017	2017.0164	LEG	CONGRESSMAN						LEG													1	010	010	01	1	0.0	1	1	1	3.33817126269956	1	India	IN	IN	20	77	IN	0							3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170106	http://www.ndtv.com/indians-abroad/indian-community-eyes-doubling-representation-in-us-congress-1645655
614536166	20170106	201701	2017	2017.0164	MED	MEDIA						MED													0	090	090	09	2	-2.0	78	39	78	-2.97364091811678	2	California, United States	US	USCA	36.17	-119.746	CA	0							4	Toronto, Ontario, Canada	CA	CA08	43.6667	-79.4167	-574890	20170106	http://www.thefreepress.ca/national/409823745.html
614536234	20170106	201701	2017	2017.0164	MEX	MEXICO	MEX								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	3.09278350515464	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	Mexico	MX	MX	23	-102	MX	20170106	http://97zokonline.com/this-rockford-restaurant-named-one-of-americas-healthiest/
614536235	20170106	201701	2017	2017.0164	MEX	MEXICAN	MEX								USA	UNITED STATES	USA								1	051	051	05	1	3.4	2	1	2	3.09278350515464	1	United States	US	US	38	-97	US	1	Mexico	MX	MX	23	-102	MX	1	United States	US	US	38	-97	US	20170106	http://97zokonline.com/this-rockford-restaurant-named-one-of-americas-healthiest/
614536238	20170106	201701	2017	2017.0164	MEX	MEXICAN	MEX								USAGOV	US OFFICIAL	USA					GOV			0	061	061	06	2	6.4	8	8	8	-4.23004911806703	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614536239	20170106	201701	2017	2017.0164	MEX	MEXICAN	MEX								USAGOV	US OFFICIAL	USA					GOV			0	061	061	06	2	6.4	8	8	8	-4.23004911806703	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614536241	20170106	201701	2017	2017.0164	MEXCRM	MEXICAN	MEX					CRM			USAGOV	US OFFICIAL	USA					GOV			0	061	061	06	2	6.4	48	8	48	-4.23004911806703	1	Mexico	MX	MX	23	-102	MX	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170106	http://www.860utahsbigtalker.com/news/dea-chief-to-visit-china-for-talks-on-synthetic-drugs/
614536286	20170106	201701	2017	2017.0164	MIL	ARMY RESERVE						MIL			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	398	69	398	-4.51535602036505	3	Worcester, Massachusetts, United States	US	USMA	42.2626	-71.8023	617867	3	Worcester, Massachusetts, United States	US	USMA	42.2626	-71.8023	617867	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170106	http://thesouthern.com/news/national/the-latest-police-say-fugitive-held-after-bank-robbery-try/article_ef265da1-988e-588a-b72f-dad505055b19.html
614536818	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	0.256410256410257	3	Fort Lauderdale, Florida, United States	US	USFL	26.1223	-80.1434	282693	0							1	Canada	CA	CA	60	-95	CA	20170106	http://www.irishsun.com/index.php/sid/250684873
614537022	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	4	1	4	6.42201834862385	3	Central Falls, Rhode Island, United States	US	USRI	41.8907	-71.3923	1218931	0							1	United Kingdom	UK	UK	54	-2	UK	20170106	http://www.belfasttelegraph.co.uk/entertainment/news/viola-davis-remembers-late-father-at-unveiling-of-star-on-hollywood-walk-of-fame-35345486.html
614537099	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA																		1	0874	087	08	2	10.0	2	1	2	3.04347826086957	2	Massachusetts, United States	US	USMA	42.2373	-71.5314	MA	0							4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	52.2	0.116667	-2591658	20170106	https://www.bostonglobe.com/metro/2017/01/05/olddoctor/y1PKWcAIGk03gC2DtwShIP/story.html
614537123	20170106	201701	2017	2017.0164	USA	PHOENIX	USA																		1	112	112	11	3	-2.0	10	1	10	-1.89393939393939	3	Phoenix, Arizona, United States	US	USAZ	33.4484	-112.074	44784	0							4	Winnipeg, Manitoba, Canada	CA	CA03	49.8833	-97.1667	-576096	20170106	http://www.ch-aviation.com/portal/news/52172-newleaf-cancels-phoenix-az-flights-blaming-rival-westjet
614537258	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	020	020	02	1	3.0	6	1	6	-2.72391505078486	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
614537259	20170106	201701	2017	2017.0164	USA	UNITED STATES	USA								BUS	COMPANY						BUS			0	020	020	02	1	3.0	2	1	2	-2.72391505078486	2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	51.5	-0.116667	-2601889	20170106	http://www.abeldanger.net/2017/01/2877-can-trump-link-serco-qui-tam.html
