628979558	20170219	201702	2017	2017.1342											CHN	CHINA	CHN								0	042	042	04	1	1.9	1	1	1	-4.58937198067633	0							2	New York, United States	US	USNY	42.1497	-74.9384	NY	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170219	http://www.startribune.com/china-ban-on-north-korean-coal-tightens-sanctions/414170723/
628980079	20170219	201702	2017	2017.1342	CAN	CANADIAN	CAN								USA	VERMONT	USA								1	036	036	03	1	4.0	40	3	40	1.49640302924975	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170219	http://wnyt.com/politics/gov-scott-emphasizes-vermont-quebec-cooperation/4404053/
628980080	20170219	201702	2017	2017.1342	CAN	CANADA	CAN								USA	UNITED STATES	USA								1	043	043	04	1	2.8	12	4	12	1.37927765664992	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170219	http://wnyt.com/politics/gov-scott-emphasizes-vermont-quebec-cooperation/4404053/
628980087	20170219	201702	2017	2017.1342	CANGOV	CANADA	CAN					GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	12	4	12	1.37927765664992	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	2	Vermont, United States	US	USVT	44.0407	-72.7093	VT	4	Quebec, Quebec, Canada	CA	CA10	47.5	-72	-571850	20170219	http://wnyt.com/politics/gov-scott-emphasizes-vermont-quebec-cooperation/4404053/
628980106	20170219	201702	2017	2017.1342	CHN	CHINA	CHN																		0	043	043	04	1	2.8	1	1	1	-4.58937198067633	2	New York, United States	US	USNY	42.1497	-74.9384	NY	0							4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170219	http://www.startribune.com/china-ban-on-north-korean-coal-tightens-sanctions/414170723/
628980142	20170219	201702	2017	2017.1342	CHN	CHINA	CHN								USA	UNITED STATES	USA								1	012	012	01	1	-0.4	4	2	4	2.2284295468653	1	China	CH	CH	35	105	CH	1	United States	US	US	38	-97	US	1	China	CH	CH	35	105	CH	20170219	http://www.globaltimes.cn/content/1033666.shtml
628980144	20170219	201702	2017	2017.1342	CHN	CHINESE	CHN								USA	UNITED STATES	USA								0	040	040	04	1	1.0	1	1	1	-0.56179775280899	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	1	United States	US	US	38	-97	US	4	Hangzhou, Zhejiang, China	CH	CH02	30.2553	120.169	-1908366	20170219	http://www.pioneernews.in/2017/02/18/opinion-india-china-talks-next-week-will-be-influenced-by-trump/
628980156	20170219	201702	2017	2017.1342	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	051	051	05	1	3.4	2	1	2	-0.56179775280899	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	1	United States	US	US	38	-97	US	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20170219	http://www.pioneernews.in/2017/02/18/opinion-india-china-talks-next-week-will-be-influenced-by-trump/
628980378	20170219	201702	2017	2017.1342	CVL	ENGINEER						CVL			USAGOV	NASA	USA					GOV			1	040	040	04	1	1.0	4	1	4	0.64350064350064	1	United Kingdom	UK	UK	54	-2	UK	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	20170219	https://www.cnet.com/uk/news/hidden-figures-nasa-true-stories-octavia-spencer-janelle-monae-taraji-henson-kevin-costner/
628980382	20170219	201702	2017	2017.1342	CVL	SCIENTIST						CVL			USAGOVMED	NASA	USA					GOV	MED		0	040	040	04	1	1.0	8	1	8	0.64350064350064	2	Virginia, United States	US	USVA	37.768	-78.2057	VA	1	United Kingdom	UK	UK	54	-2	UK	1	United Kingdom	UK	UK	54	-2	UK	20170219	https://www.cnet.com/uk/news/hidden-figures-nasa-true-stories-octavia-spencer-janelle-monae-taraji-henson-kevin-costner/
