635341093	20160310	201603	2016	2016.1918	ELI	ACTOR						ELI			GBRLEG	BRITISH	GBR					LEG			0	040	040	04	1	1.0	40	20	40	1.46850876108925	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	1	United Kingdom	UK	UK	54	-2	UK	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	20170310	http://www.hot933hits.com/news/samuel-l-jackson-revives-debate-on-british-black-actors-in-american-roles/
635341096	20160310	201603	2016	2016.1918	GBR	BRITISH	GBR								USA	UNITED STATES	USA								0	040	040	04	1	1.0	40	20	40	1.46850876108925	1	United Kingdom	UK	UK	54	-2	UK	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	20170310	http://www.hot933hits.com/news/samuel-l-jackson-revives-debate-on-british-black-actors-in-american-roles/
635341097	20160310	201603	2016	2016.1918	GBRLEG	BRITISH	GBR					LEG			ELI	ACTOR						ELI			0	040	040	04	1	1.0	40	20	40	1.46850876108925	1	United Kingdom	UK	UK	54	-2	UK	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	20170310	http://www.hot933hits.com/news/samuel-l-jackson-revives-debate-on-british-black-actors-in-american-roles/
635341098	20160310	201603	2016	2016.1918	GBRLEG	UNITED KINGDOM	GBR					LEG			USA	UNITED STATES	USA								0	040	040	04	1	1.0	80	20	80	1.46850876108925	1	United Kingdom	UK	UK	54	-2	UK	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	20170310	http://www.hot933hits.com/news/samuel-l-jackson-revives-debate-on-british-black-actors-in-american-roles/
635341115	20160310	201603	2016	2016.1918	MEX	MEXICAN	MEX								OPP	DETAINEE						OPP			1	173	173	17	4	-5.0	2	1	2	-4.46927374301676	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170310	http://daytonatimes.com/2017/03/private-prisons-resurrection-represents-pay-to-play/
635341126	20160310	201603	2016	2016.1918	OPP	DETAINEE						OPP			MEX	MEXICAN	MEX								1	020	020	02	1	3.0	2	1	2	-4.46927374301676	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170310	http://daytonatimes.com/2017/03/private-prisons-resurrection-represents-pay-to-play/
635341129	20160310	201603	2016	2016.1918	OPP	DETAINEE						OPP			OPPCVL	DETAINEE						OPP	CVL		1	173	173	17	4	-5.0	2	1	2	-4.46927374301676	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170310	http://daytonatimes.com/2017/03/private-prisons-resurrection-represents-pay-to-play/
635341130	20160310	201603	2016	2016.1918	OPP	DETAINEE						OPP			OPPCVL	DETAINEE						OPP	CVL		1	173	173	17	4	-5.0	6	1	6	-4.46927374301676	1	Mexico	MX	MX	23	-102	MX	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Mexico	MX	MX	23	-102	MX	20170310	http://daytonatimes.com/2017/03/private-prisons-resurrection-represents-pay-to-play/
635341146	20160310	201603	2016	2016.1918	USA	UNITED STATES	USA								GBR	BRITISH	GBR								0	040	040	04	1	1.0	40	20	40	1.46850876108925	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	1	United Kingdom	UK	UK	54	-2	UK	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	20170310	http://www.hot933hits.com/news/samuel-l-jackson-revives-debate-on-british-black-actors-in-american-roles/
635341147	20160310	201603	2016	2016.1918	USA	UNITED STATES	USA								GBRLEG	UNITED KINGDOM	GBR					LEG			0	040	040	04	1	1.0	80	20	80	1.46850876108925	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	1	United Kingdom	UK	UK	54	-2	UK	3	Elba, California, United States	US	USCA	36.2311	-119.313	1661893	20170310	http://www.hot933hits.com/news/samuel-l-jackson-revives-debate-on-british-black-actors-in-american-roles/
